time_s,H,V
0.0,513.0,510.4
0.02,512.8,508.72
0.04,511.84,507.58
0.06,510.07,506.06
0.08,512.06,505.25
0.1,510.65,504.6
0.12000000000000001,509.92,504.08
0.14,509.92,504.08
0.16,510.15,501.29
0.18,509.92,501.23
0.19999999999999998,509.93,500.39
0.21999999999999997,509.93,500.39
0.23999999999999996,509.88,499.53
0.25999999999999995,510.5,499.82
0.27999999999999997,511.4,499.86
0.3,511.4,499.86
0.32,512.12,500.49
0.34,511.5,502.19
0.36000000000000004,512.0,502.15
0.38000000000000006,512.0,503.12
0.4000000000000001,511.6,504.5
0.4200000000000001,513.08,505.4
0.4400000000000001,512.86,509.92
0.46000000000000013,512.29,514.73
0.48000000000000015,512.29,514.73
0.5000000000000001,519.43,521.59
0.5200000000000001,531.95,527.67
0.5400000000000001,571.01,513.47
0.5600000000000002,571.01,513.47
0.5800000000000002,571.01,513.47
0.6000000000000002,597.32,462.98
0.6200000000000002,600.53,419.43
0.6400000000000002,600.53,419.43
0.6600000000000003,600.53,419.43
0.6800000000000003,580.14,399.39
0.7000000000000003,567.71,396.11
0.7200000000000003,555.37,397.09
0.7400000000000003,555.37,397.09
0.7600000000000003,531.36,406.7
0.7800000000000004,524.68,413.96
0.8000000000000004,518.55,422.37
0.8200000000000004,518.55,422.37
0.8400000000000004,511.23,438.96
0.8600000000000004,509.98,444.76
0.8800000000000004,509.39,452.21
0.9000000000000005,509.39,452.21
0.9200000000000005,509.39,452.21
0.9400000000000005,509.18,471.19
0.9600000000000005,509.75,474.75
0.9800000000000005,509.75,474.75
1.0000000000000004,509.75,474.75
1.0200000000000005,511.12,483.2
1.0400000000000005,511.09,486.16
1.0600000000000005,511.48,489.13
1.0800000000000005,510.98,491.9
1.1000000000000005,510.98,491.9
1.1200000000000006,509.91,495.3
1.1400000000000006,511.53,496.04
1.1600000000000006,512.02,496.23
1.1800000000000006,512.02,496.23
1.2000000000000006,513.29,497.15
1.2200000000000006,513.43,497.32
1.2400000000000007,513.75,497.65
1.2600000000000007,514.8,497.92
1.2800000000000007,514.8,497.92
1.3000000000000007,514.8,497.92
1.3200000000000007,515.74,497.66
1.3400000000000007,517.6,505.53
1.3600000000000008,521.48,530.43
1.3800000000000008,521.48,530.43
1.4000000000000008,520.18,563.74
1.4200000000000008,505.35,592.59
1.4400000000000008,487.48,608.67
1.4600000000000009,474.38,612.34
1.4800000000000009,467.5,606.47
1.5000000000000009,464.2,596.38
1.520000000000001,463.56,584.9
1.540000000000001,465.85,572.72
1.560000000000001,465.85,572.72
1.580000000000001,472.78,552.1
1.600000000000001,475.83,544.48
1.620000000000001,475.83,544.48
1.640000000000001,475.83,544.48
1.660000000000001,482.73,533.27
1.680000000000001,488.39,524.97
1.700000000000001,488.39,524.97
1.720000000000001,488.39,524.97
1.740000000000001,492.77,521.02
1.7600000000000011,494.01,520.22
1.7800000000000011,496.61,517.97
1.8000000000000012,496.61,517.97
1.8200000000000012,499.03,513.66
1.8400000000000012,502.03,511.93
1.8600000000000012,503.22,510.14
1.8800000000000012,503.22,510.14
1.9000000000000012,503.22,510.14
1.9200000000000013,504.38,507.15
1.9400000000000013,504.31,507.92
1.9600000000000013,504.31,507.92
1.9800000000000013,504.31,507.92
2.0000000000000013,506.2,509.11
2.0200000000000014,506.49,508.47
2.0400000000000014,506.49,508.47
2.0600000000000014,506.49,508.47
2.0800000000000014,506.71,507.74
2.1000000000000014,507.17,507.59
2.1200000000000014,507.94,507.87
2.1400000000000015,507.94,507.87
2.1600000000000015,507.15,506.7
2.1800000000000015,506.25,503.01
2.2000000000000015,506.6,502.21
2.2200000000000015,506.6,502.21
2.2400000000000015,507.08,501.76
2.2600000000000016,506.37,501.65
2.2800000000000016,506.5,502.12
2.3000000000000016,506.5,502.12
2.3200000000000016,506.0,501.7
2.3400000000000016,506.2,500.96
2.3600000000000017,506.97,500.69
2.3800000000000017,506.97,500.69
2.4000000000000017,507.37,502.35
2.4200000000000017,507.37,502.35
2.4400000000000017,508.36,504.07
2.4600000000000017,507.69,504.05
2.4800000000000018,508.15,503.84
2.5000000000000018,508.32,503.27
2.520000000000002,506.46,503.62
2.540000000000002,506.16,503.9
2.560000000000002,506.53,503.72
2.580000000000002,506.53,503.72
2.600000000000002,506.23,502.57
2.620000000000002,507.5,503.25
2.640000000000002,508.2,503.4
2.660000000000002,508.2,503.4
2.680000000000002,508.2,503.4
2.700000000000002,509.25,503.73
2.720000000000002,508.84,503.95
2.740000000000002,508.84,503.95
2.760000000000002,508.84,503.95
2.780000000000002,510.22,501.73
2.800000000000002,510.17,501.38
2.820000000000002,509.74,500.91
2.840000000000002,509.74,500.91
2.860000000000002,508.75,501.7
2.880000000000002,508.2,501.96
2.900000000000002,508.36,503.17
2.920000000000002,508.36,503.17
2.940000000000002,508.39,502.63
2.960000000000002,507.91,502.3
