time_s,H,V
0.0,512.6,510.2
0.02,512.58,508.13
0.04,513.01,505.32
0.06,513.01,505.32
0.08,513.61,504.26
0.1,514.29,504.21
0.12000000000000001,513.43,503.96
0.14,513.94,503.37
0.16,513.94,503.37
0.18,514.84,503.68
0.19999999999999998,514.48,503.14
0.21999999999999997,514.98,503.71
0.23999999999999996,515.58,503.97
0.25999999999999995,515.58,503.97
0.27999999999999997,516.89,506.3
0.3,517.12,505.64
0.32,517.12,505.64
0.34,517.89,505.71
0.36000000000000004,488.89,497.26
0.38000000000000006,454.51,489.61
0.4000000000000001,454.51,489.61
0.4200000000000001,416.41,480.48
0.4400000000000001,381.53,471.39
0.46000000000000013,350.62,462.31
0.48000000000000015,326.3,456.25
0.5000000000000001,311.84,453.0
0.5200000000000001,306.07,452.6
0.5400000000000001,307.46,453.88
0.5600000000000002,313.17,457.1
0.5800000000000002,323.53,461.88
0.6000000000000002,323.53,461.88
0.6200000000000002,352.38,469.28
0.6400000000000002,365.9,472.63
0.6600000000000003,378.92,476.3
0.6800000000000003,378.92,476.3
0.7000000000000003,406.67,481.07
0.7200000000000003,420.14,482.86
0.7400000000000003,430.31,484.29
0.7600000000000003,430.31,484.29
0.7800000000000004,451.64,488.3
0.8000000000000004,451.64,488.3
0.8200000000000004,461.11,489.84
0.8400000000000004,468.29,491.87
0.8600000000000004,474.03,492.7
0.8800000000000004,479.02,493.56
0.9000000000000005,484.62,495.25
0.9200000000000005,484.62,495.25
0.9400000000000005,489.1,496.4
0.9600000000000005,495.82,498.85
0.9800000000000005,499.06,500.68
1.0000000000000004,499.06,500.68
1.0200000000000005,499.06,500.68
1.0400000000000005,497.36,497.64
1.0600000000000005,498.69,495.11
1.0800000000000005,501.55,493.29
1.1000000000000005,504.91,491.58
1.1200000000000006,504.91,491.58
1.1400000000000006,505.53,491.87
1.1600000000000006,506.42,492.69
1.1800000000000006,506.42,492.69
1.2000000000000006,507.67,493.28
1.2200000000000006,508.74,494.23
1.2400000000000007,508.99,494.78
1.2600000000000007,508.99,494.78
1.2800000000000007,510.31,496.1
1.3000000000000007,510.45,495.48
1.3200000000000007,510.36,496.78
1.3400000000000007,510.36,496.78
1.3600000000000008,511.19,496.54
1.3800000000000008,511.15,497.63
1.4000000000000008,512.32,498.11
1.4200000000000008,512.32,498.11
1.4400000000000008,512.32,498.11
1.4600000000000009,512.41,500.51
1.4800000000000009,512.32,501.41
1.5000000000000009,511.86,503.33
1.520000000000001,511.29,505.86
1.540000000000001,528.43,511.49
1.560000000000001,558.54,526.39
1.580000000000001,597.04,548.11
1.600000000000001,597.04,548.11
1.620000000000001,694.42,590.51
1.640000000000001,743.14,601.21
1.660000000000001,777.91,601.37
1.680000000000001,777.91,601.37
1.700000000000001,800.26,580.72
1.720000000000001,788.41,567.97
1.740000000000001,769.93,555.38
1.7600000000000011,769.93,555.38
1.7800000000000011,747.14,543.5
1.8000000000000012,723.71,534.4
1.8200000000000012,700.97,526.12
1.8400000000000012,678.38,518.3
1.8600000000000012,678.38,518.3
1.8800000000000012,637.32,504.83
1.9000000000000012,620.06,499.86
1.9200000000000013,604.05,495.09
1.9400000000000013,604.05,495.09
1.9600000000000013,604.05,495.09
1.9800000000000013,576.59,490.3
2.0000000000000013,557.82,488.27
2.0200000000000014,551.25,487.82
2.0400000000000014,551.25,487.82
2.0600000000000014,525.96,488.4
2.0800000000000014,512.77,487.52
2.1000000000000014,512.77,487.52
2.1200000000000014,503.42,487.62
2.1400000000000015,497.33,488.69
2.1600000000000015,494.47,489.36
2.1800000000000015,492.17,489.88
2.2000000000000015,491.54,490.31
2.2200000000000015,491.54,490.31
2.2400000000000015,491.98,491.52
2.2600000000000016,492.59,491.61
2.2800000000000016,493.67,491.89
2.3000000000000016,493.67,491.89
2.3200000000000016,493.67,491.89
2.3400000000000016,497.11,493.57
2.3600000000000017,509.07,501.2
2.3800000000000017,514.86,506.36
2.4000000000000017,514.86,506.36
2.4200000000000017,514.86,506.36
2.4400000000000017,518.55,511.95
2.4600000000000017,519.24,512.76
2.4800000000000018,519.79,512.21
2.5000000000000018,519.83,512.17
2.520000000000002,519.83,512.17
2.540000000000002,520.09,507.95
2.560000000000002,519.67,507.36
2.580000000000002,519.34,506.09
2.600000000000002,519.34,506.09
2.620000000000002,518.47,505.47
2.640000000000002,517.26,502.42
2.660000000000002,515.61,501.34
2.680000000000002,514.49,501.47
2.700000000000002,514.49,501.47
2.720000000000002,514.67,501.42
2.740000000000002,514.67,501.42
2.760000000000002,512.14,500.54
2.780000000000002,511.71,499.83
2.800000000000002,511.71,499.83
2.820000000000002,512.41,498.45
2.840000000000002,512.93,498.76
2.860000000000002,513.55,498.81
2.880000000000002,513.55,498.81
2.900000000000002,513.55,498.81
2.920000000000002,511.65,500.91
2.940000000000002,511.92,500.53
2.960000000000002,511.33,500.62
2.980000000000002,511.33,500.62
