Program Time [s],data 0,data 1
3.8062,512.84,476.34
3.80625,511.87,479.07
3.80629,512.5,482.86
3.80634,509.6,487.89
3.80639,509.68,493.51
3.80644,510.54,498.21
3.80649,510.43,502.97
5.32321,512.6,508.4
5.34364,511.88,505.52
5.36411,510.9,502.22
5.38463,510.52,496.77
5.40905,509.42,493.02
5.42966,508.73,489.41
5.45013,509.19,485.73
5.47057,510.35,481.19
5.49109,510.28,481.35
5.51156,511.42,482.28
5.53606,512.34,484.82
5.55663,513.27,489.06
5.57711,514.22,493.65
5.59758,514.17,498.12
5.61806,514.74,503.69
5.64253,513.99,506.56
5.66308,512.39,508.44
5.68363,509.91,509.16
5.70406,510.33,510.32
5.72454,511.67,508.66
5.74507,513.33,505.13
5.76953,512.47,502.5
5.79005,513.57,497.8
5.81056,510.06,492.44
5.83107,510.65,487.75
5.8515,512.12,486.8
5.87195,512.69,485.44
5.89657,512.76,485.55
5.91704,513.4,488.44
5.93754,513.92,492.55
5.95799,514.74,497.24
5.97848,513.19,502.19
6.00295,513.15,504.76
6.02358,519.92,504.4
6.04398,530.74,503.92
6.06453,537.19,502.34
6.08497,539.15,498.67
6.1055,540.32,494.34
6.13004,539.26,488.27
6.1505,538.41,482.62
6.17098,535.92,477.49
6.19144,534.74,473.99
6.21192,532.99,473
6.23651,532.79,473
6.25702,530.63,475.2
6.27748,529.11,478.96
6.298,527.49,483.77
6.31844,526.39,489.41
6.33895,523.91,494.13
6.36345,523.13,498.7
6.38404,522.9,501.56
6.40448,521.32,502.45
6.42496,519.86,500.96
6.44544,519.29,498.17
6.47003,516.83,494.73
6.49045,516.86,489.39
6.51096,517.09,484.11
6.53143,516.07,479.49
6.55192,515.46,476.39
6.57237,516.17,473.71
6.59689,516.13,474.17
6.61747,516.91,475.74
6.63791,515.53,479.59
6.6584,516.22,484.47
6.67885,518.98,489.38
6.70337,518.58,495.1
6.72386,516.06,497.48
6.74449,515.45,499.19
6.76495,516.96,499.55
6.78539,514.37,497.64
6.80591,512.3,494.71
6.83034,508.84,491.77
6.85086,507.67,485.81
6.87148,508.54,481.05
6.89187,509.03,476.04
6.91236,509.62,472.83
6.9328,509.9,471.87
6.95732,509.92,471.89
6.97788,511.93,473.51
6.99832,512.15,477.81
7.01886,513.72,482.85
7.03936,512.97,489.28
7.06378,509.58,495.02
7.08432,510.66,498.82
7.10491,511.93,499.86
7.12529,511.74,500.08
7.14581,511.4,499.47
7.16631,511.52,496.57
7.19082,509.81,497.06
7.21141,508.05,495.45
7.23181,508.84,492.16
7.25228,509.87,488.33
7.27279,512.1,483.66
7.29726,513.88,481.13
7.31776,513.7,479.5
7.33831,511.96,480
7.35878,511.77,482
7.37924,510.82,486.2
7.39972,511.05,489.16
7.42427,512.64,494.53
7.4448,510.91,497.82
7.46524,509.93,499.46
7.48578,511.94,498.97
7.5062,511.96,497.37
7.53068,513.76,493.5
7.55121,511.41,489
7.57189,509.53,483.6
7.59227,509.62,476.88
7.6127,508.9,474.5
7.63337,511.72,472.8
7.65777,509.58,473.44
7.6782,513.06,474.95
7.69875,508.45,474.56
7.71923,520.56,479.05
7.73971,521.85,485.44
7.76016,519.68,493.55
7.78481,515.74,495.44
7.80521,516.19,499.95
7.82567,511.75,497.96
7.84616,513.8,499.97
7.86666,513.64,499.98
7.89113,514.31,498.38
7.91168,513.85,495.3
7.93217,515.68,490.24
7.95271,517.75,485.8
7.97316,520.2,481.44
7.99366,520.16,477.55
8.01817,521.53,475.04
8.03873,519.82,474.63
8.05925,520.66,475.51
8.07962,519.53,478.2
8.10012,519.62,483.76
8.12464,520.5,488.41
8.14518,520.4,492.53
8.16564,519.72,496.82
8.18617,520.57,497.66
8.20661,520.46,498.13
8.22719,518.77,497.3
8.25165,517.81,494.84
8.27223,517.85,491.27
8.29272,517.28,486.02
8.31323,515.62,480.41
8.33358,514.1,475.13
8.35805,514.08,470.91
8.37872,514.26,467.72
8.39922,514.41,466.38
8.41961,515.53,467.9
8.44004,516.22,470.12
8.46055,515.78,474.5
8.48504,520.22,479.2
8.5057,516.98,483.16
8.52608,519.98,488.13
8.54666,516.99,492.3
8.56717,518.19,494.04
8.59153,516.95,494.83
8.61218,516.36,493.27
8.63269,516.29,491.61
8.65322,514.83,488.49
8.6737,511.86,483.99
8.69403,511.49,479.39
8.71854,511.39,475.12
8.73905,510.91,473.49
8.75958,511.73,473.39
8.78002,507.99,472.72
8.80049,502.19,474.77
8.82095,496.15,479.02
8.84548,494.52,483.81
8.86605,494.62,488.25
8.88654,494.29,492.6
8.90703,495.03,495.68
8.92752,496.83,497.74
8.95195,498.66,499.4
8.97259,499.73,497.92
8.99305,497.18,496.33
9.01362,495.75,494.07
9.03403,495.8,491.85
9.0545,497.04,487.28
9.07897,497.23,483.03
9.09949,497.58,479.22
9.11998,491.27,478.18
9.14049,483.01,476.54
9.16092,473.81,477.03
9.18544,469.45,479.83
9.20595,467.56,482.86
9.22656,469.65,486.09
9.2472,470.92,489.47
9.26753,474.33,491.78
9.28801,476.67,492.22
9.31252,475.33,492.18
9.33299,476.87,490.54
9.35342,479.09,486.63
9.37392,479.88,481.71
9.39441,483.3,478.37
9.41899,485.84,474.09
9.43939,491.87,471.27
9.45997,509.7,472.02
9.48044,534.96,478.02
9.50095,561.97,487.61
9.52145,586.17,496.69
9.54589,599.54,504.75
9.5665,603.03,512.2
9.58695,599.82,516.76
9.60742,595.06,518.81
9.62786,588.25,518.25
9.64832,582.8,516.2
9.67286,575.24,510.76
9.69339,568.59,506.01
9.71388,561.47,500.61
9.73433,556.18,495.48
9.75486,550.74,490.19
9.7793,545.39,484.55
9.79988,541.72,479.44
9.82037,537.97,477.75
9.84092,533.78,476.2
9.86141,526.02,475.56
9.88183,519.02,475.65
9.90651,512.81,478.12
9.92693,509.25,481.5
9.94738,505.4,485.4
9.9678,503.72,489.72
9.98834,505.38,492.37
10.0129,505.1,494.5
10.0334,506.08,494.2
10.0539,506.86,491.76
10.0743,507.29,488.41
10.0948,507.03,485.53
10.1153,506.83,482.22
10.1398,507.86,478.58
10.1604,508.49,474.86
10.181,508.39,472.69
10.2014,509.11,471.75
10.2219,509.09,471.4
10.2463,509.07,473.92
10.267,510.46,478.94
10.2874,511.57,483.15
10.3079,511.65,487.52
10.3283,511.52,490.22
10.3488,513.42,492.97
10.3732,513.13,493.98
10.3938,513.31,494.58
10.4143,513.05,492.07
10.4348,514.24,489.65
10.4553,507.39,484.12
10.4758,497.91,474.5
10.5003,490.13,467.4
10.5208,485.9,463.32
10.5412,484.32,459.65
10.5618,484.26,458.52
10.5822,484.21,459.02
10.6067,485.77,462.02
10.6273,488.21,467.21
10.6478,490.97,473.97
10.6682,492.58,480.58
10.6887,496.86,487.66
10.7092,498.29,493.53
10.7337,500.03,497.02
10.7544,502.22,498.42
10.7747,504.18,497.33
10.7952,504.34,495.87
10.8157,507.48,493.49
10.8401,509.78,489.2
10.8607,508.62,485.96
10.8812,509.9,480.97
10.9017,495.52,479.17
10.9222,487.82,478.74
10.9427,504.65,478.39
10.9671,526.32,476.51
10.9877,532.26,481.01
11.0081,556.81,486.81
11.0287,554.04,494.85
11.0491,545.04,503.68
11.0737,565.83,507.54
11.0941,545.06,510.63
11.1147,560.45,506.51
11.1352,554.76,504.01
11.1556,551.81,499.2
11.1761,544.85,495.36
11.2006,533.48,491.89
11.2211,526.18,486.51
11.2416,522.95,481.81
11.2621,512.56,480.85
11.2826,510.65,479.08
11.3031,509.12,479.06
11.3276,510.69,480.45
11.3482,509.55,485.36
11.3686,510.64,498.89
11.3891,514.11,503.91
11.4096,516.29,502.73
11.4341,516.63,508.78
11.4546,510.11,511.43
11.4751,508.69,510.34
11.4957,508.35,506.27
11.5161,509.68,502.42
11.5366,507.94,498.13
11.5611,509.15,492.91
11.5816,510.32,488.93
11.6024,517.46,484.54
11.6225,524.57,482.63
11.643,530.85,481.51
11.6675,533.08,483.2
11.688,533.87,484.56
11.7086,533.29,487.45
11.729,530.03,490.16
11.7495,528.83,493.53
11.77,527.86,498.82
11.7945,525.29,499.26
11.815,522.43,497.01
11.8355,518.95,496.41
11.856,517.36,494.72
11.8766,515.49,491.38
11.901,516.99,486.5
11.9215,516.79,487.4
11.942,519.23,480.12
11.9625,519.59,475.3
11.9832,517.07,473.44
12.0035,521.66,475.75
12.0281,520.52,476.6
12.0485,518.62,478.08
12.069,516.5,482.06
12.0895,518.2,486.45
12.11,519.36,495.76
12.1344,520.09,499.61
12.1549,519.67,503.29
12.1754,518.93,507.03
12.196,518.95,507.02
12.2165,520.76,509.02
12.2369,522.61,504.62
12.2614,521.89,499.49
12.2819,522.51,497.99
12.3025,527.41,495.6
12.3229,529.73,485.68
12.3435,536.38,485.54
12.3679,543.7,499.03
12.3884,524.36,489.43
12.409,519.69,493.74
12.4296,539.35,493.79
12.4499,523.88,501.23
12.4704,508.91,490.99
12.4948,489.52,491.39
12.5155,493.42,493.31
12.536,505.54,498.05
12.5565,514.43,499.44
12.5769,507.94,499.75
12.5973,492.75,496.2
12.6219,492.6,498.36
12.6424,497.68,495.49
12.6631,498.15,490.99
12.6834,496.92,485.59
12.7039,495.93,480.87
12.7284,496.55,479.7
12.7489,497.04,481.36
12.7694,496.83,483.69
12.7899,497.46,487.35
12.8103,499.17,493.08
12.8308,497.54,498.66
12.8554,498.23,502.13
12.8761,498.98,505.11
12.8965,499.19,506.28
12.9169,500.35,505.83
12.9373,501.08,503.66
12.9619,501.06,500.53
12.9824,507.85,495.62
13.003,512.28,490.7
13.0234,515.82,485.56
13.0438,517.66,479.65
13.0643,518.53,476.32
13.0888,518.02,474.65
13.1093,517.82,473.92
13.1298,518.25,475.14
13.1503,517.6,476.91
13.1709,517.68,479.13
13.1954,518.15,481.9
13.216,518.32,485.72
13.2364,516.25,486.98
13.2569,516.2,488.38
13.2772,516.16,487.51
13.2977,515.53,486.6
13.3223,511.82,483.28
13.3428,507.06,477.63
13.3634,503.65,474.5
13.3838,502.72,470.6
13.4043,501.37,466.88
13.4288,501.5,465.3
13.4493,502.4,465.64
13.4699,503.32,467.72
13.4908,505.46,471.57
13.5108,507.16,477.26
13.5312,506.93,483.41
13.5558,507.75,489.72
13.5763,510,495.78
13.5969,512,500.22
13.6173,512,502.78
13.6377,511.8,503.22
13.6582,511.64,502.98
13.6828,511.11,500.78
13.7032,509.49,496.23
13.7238,510.99,491.18
13.7442,510.99,486.14
13.7648,512.79,480.32
13.7892,514.04,475.25
13.8097,514.23,474
13.8303,514.38,472
13.8507,514.31,472.8
13.8711,516.24,475.64
13.8917,515.2,479.71
13.9163,514.36,483.97
13.9368,513.29,487.78
13.9572,512.03,491.22
13.9777,510.02,493.18
13.9981,509.42,495.34
14.0226,508.93,494.47
14.0432,507.15,491.58
14.0637,508.12,488.06
14.0842,509.29,484.45
14.1046,512.64,480.56
14.1251,512.31,477.65
14.1496,510.85,474.72
14.1702,512.08,472.97
14.1907,515.26,472.78
14.2111,514.41,475.82
14.2316,520.33,480.66
14.2562,531.86,487.93
14.2766,540.29,495.54
14.2972,546.23,501.03
14.3177,546.79,505.03
14.3381,548.03,508.82
14.3586,552.42,511.66
14.3831,557.74,513.33
14.4036,561.79,512.66
14.4242,567.23,509.73
14.4446,570.79,505.78
14.465,574.83,502.23
14.4855,576.06,499.78
14.5102,574.65,494.62
14.5307,569.72,492.1
14.5511,563.98,492.88
14.5717,558.58,496.3
14.592,553.46,499.84
14.6165,547.17,505.47
14.637,541.74,508.38
14.6576,537.99,511.9
14.678,534.19,515.72
14.6986,530.15,519.38
14.719,532.92,521.7
14.7436,536.34,523.16
14.7641,541.67,523.73
14.7846,546.54,522.98
14.805,550.83,520.59
14.8255,552.06,518.07
14.85,554.05,514.06
14.8705,554.04,508.84
14.8911,554.43,505.48
14.9116,553.35,502.98
14.9321,550.28,500.38
14.9526,547.62,500.51
14.977,545.3,501.41
14.9975,542.04,503.32
15.0181,538.03,506.66
15.0385,534.22,507.93
15.059,530.18,508.74
15.0835,528.74,508.99
15.104,526.39,507
15.1245,523.72,502.4
15.1451,521.57,498.12
15.1655,520.66,494.49
15.1859,518.93,489.39
15.2105,518.54,484.92
15.231,519.83,480.33
15.2515,511.87,472.27
15.272,495.49,456.81
15.2926,471.79,439.65
15.3169,447.24,426.12
15.3375,433.19,422.3
15.358,428.55,425.64
15.3785,425.04,431.11
15.3989,425.63,438.09
15.4194,429.91,444.87
15.444,435.52,451.3
15.4644,442.42,457.04
15.485,448.14,460.83
15.5054,455.51,462.46
15.5259,462.61,463.97
15.5465,468.49,463.98
15.571,472.99,462.98
15.5915,477.59,461.79
15.612,484.07,461.03
15.6324,491.46,462.42
15.653,498.17,467.14
15.6774,501.73,471.71
15.6979,506.39,477.57
15.7184,507.51,484.05
15.7389,509.41,489.24
15.7594,508.73,493.79
15.7798,509.58,496.64
15.8045,511.66,497.91
15.8249,512.73,498.13
15.8454,512.59,497.1
15.8658,513.67,493.68
15.8864,513.53,489.15
15.9109,512.23,485.32
15.9314,513.58,480.65
15.952,514.27,478.32
15.9724,515.01,476.26
15.9929,514.41,475.61
16.0134,514.93,475.49
16.0378,515.94,476.99
16.0584,516.75,481.39
16.0789,515.6,486.71
16.0993,513.68,491.77
16.1199,514.95,496.62
16.1443,516.76,498.89
16.1649,514.81,500.11
16.1853,513.24,500.49
16.2058,511.8,498.39
16.2264,511.24,496.11
16.2468,511.39,491.89
16.2713,511.31,488.11
16.2919,509.25,482.49
16.3123,507.4,478.39
16.3327,506.72,475.91
16.3534,507.78,474.53
16.3778,507.82,475.02
16.3983,507.66,477.42
16.4188,508.13,482.14
16.4393,510.1,486.31
16.4598,509.48,491.25
16.4803,510.18,495.2
16.5047,509.35,497.56
16.5253,509.28,498.85
16.5457,509.82,500.68
16.5663,508.86,499.54
16.5867,511.49,495.23
16.6112,508.39,491.19
16.6319,507.71,485.15
16.6523,504.37,477.52
16.6728,508.9,479.02
16.6932,510.32,469.61
16.7137,510.05,469.29
16.7381,510.84,468.03
16.7588,512.87,472.43
16.7794,510.3,476.94
16.7998,512.04,483.75
16.8202,510.63,490.6
16.8407,508.31,496.08
16.8652,507.44,499.27
16.8858,506.36,499.81
16.9062,507.08,500.85
16.9269,508.07,499.68
16.9471,507.65,496.54
16.9717,507.12,494.44
16.9921,506.7,490.35
17.0128,507.16,485.68
17.0332,514.13,483.34
17.0537,519.1,483.47
17.0742,525.08,482.18
17.0987,526.87,482.54
17.1193,527.49,485.23
17.1397,528.59,489.39
17.1603,528.67,492.11
17.1806,527.34,496.69
17.2051,525.27,500.75
17.2257,523.82,501.6
17.2462,523.65,502.48
17.2667,521.92,501.98
17.2872,521.14,499.99
17.3075,519.91,496.19
17.3321,520.53,491.15
17.3526,518.62,486.12
17.3731,517.9,480.7
17.3936,519.32,476.76
17.4141,521.26,473.81
17.4386,520.6,473.45
17.4591,522.88,473.76
17.4797,522.91,476.8
17.5002,521.93,481.44
17.5206,521.74,485.56
17.5411,520.99,491.24
17.5655,520.19,495.8
17.5861,519.16,498.84
17.6066,520.52,500.07
17.6271,520.22,500.26
17.6475,519.58,499.4
17.672,518.86,496.52
17.6925,518.69,492.82
17.7131,517.35,488.65
17.7336,518.88,483.72
17.7541,517.5,479.58
17.7746,516.6,475.86
17.7991,515.08,475.49
17.8197,513.67,475.59
17.8402,512.93,478.07
17.8606,513.15,481.06
17.8811,513.92,485.65
17.9015,514.73,490.72
17.9261,512.79,494.17
17.9465,511.63,495.54
17.9671,510.3,496.63
17.9876,509.84,497.71
18.008,509.47,496.76
18.0325,509.78,494.21
18.053,509.62,490.97
18.0736,509.9,486.58
18.094,509.12,481.26
18.1145,509.1,477.61
18.1349,510.28,475.69
18.1595,508.82,474.15
18.1801,510.26,474.32
18.2004,510.21,475.26
18.2209,509.16,479.2
18.2414,510.33,484.96
18.2659,508.87,485.57
18.2866,502.09,488.06
18.307,504.67,493.25
18.3275,506.94,490.8
18.348,496.35,489.04
18.3685,513.68,487.03
18.393,516.54,483.22
18.4134,500.64,479.18
18.4339,510.91,471.34
18.4544,510.13,456.27
18.4749,509.7,459.62
18.4994,523.36,458.5
18.52,523.89,450.6
18.5404,509.71,452.88
18.561,514.17,458.1
18.5814,511.54,468.88
18.6019,518.83,479.51
18.6264,529.86,490.8
18.6469,539.09,498.64
18.6675,542.67,502.51
18.688,538.94,508.01
18.7083,538.35,509.61
18.7329,533.68,512.09
18.7536,532.54,509.27
18.7739,527.84,506.62
18.7944,525.07,503.49
18.8149,524.85,499.39
18.8353,523.48,493.32
18.8599,520.19,488.65
18.8804,519.95,486.12
18.9011,520.16,485.7
18.9214,520.93,486.16
18.9419,517.94,486.73
18.9624,511.35,490.58
18.9868,510.08,495.06
19.0074,510.07,498.45
19.028,508.45,500.76
19.0483,507.36,501.41
19.0688,507.09,501.13
19.0934,507.67,498.9
19.1139,510.54,495.92
19.1343,506.43,492.94
19.1548,508.94,487.15
19.1753,503.16,485.92
19.1958,497.32,486.54
19.2204,501.66,473.03
19.2408,487.33,468.02
19.2613,514.26,464.22
19.2818,538.01,456.17
19.3022,565.01,472.14
19.3268,543.21,470.11
19.3473,512.96,472.49
19.3679,523.57,471.99
19.3883,542.06,479.39
19.4089,532.45,489.71
19.4293,526.76,488.17
19.4537,530.01,490.54
19.4743,528.8,488.43
19.4948,531.44,482.34
19.5152,516.55,484.28
19.5358,516.24,486.82
19.5602,514.4,486.26
19.5808,516.72,481.2
19.6013,513.77,478.76
19.6218,513.22,480.81
19.6423,512.77,483.05
19.6627,514.42,488.04
19.6873,515.54,495.43
19.7077,512.63,501.15
19.7284,512.3,505.72
19.7487,512.24,510.77
19.7691,518.19,513.42
19.7896,513.36,512.33
19.8142,519.28,512.27
19.8347,517.63,509.81
19.8554,515.5,503.85
19.8758,515.2,497.28
19.8961,512.96,493.02
19.9207,509.57,485.82
19.9412,508.46,481.06
19.9618,507.76,478.24
19.9822,508.81,478.2
20.0026,510.25,479.36
20.0231,511,483.29
20.0477,511.6,487.03
20.0681,511.48,490.82
20.0887,510.78,493.86
20.1091,512.03,496.29
20.1296,511.62,497.23
20.1541,512.1,497.58
20.1746,512.68,497.47
20.1951,511.94,494.77
20.2156,511.95,491.42
20.236,511.76,486.33
20.2565,510.81,480.67
20.281,511.85,475.53
