Program Time [s],data 0,data 1
4.03872,492.38,540.61
4.05868,491.91,540.69
4.07846,492.32,539.75
4.09877,492.06,539.6
4.1187,492.25,540.28
4.13876,491.2,540.82
4.15877,491.96,540.46
4.1787,492.37,540.17
4.19852,493.69,540.33
4.21849,494.35,540.07
4.23858,495.08,540.45
4.25891,494.87,540.56
4.27877,494.49,540.05
4.2987,494.59,539.84
4.31874,493.68,539.87
4.3386,493.54,539.7
4.35852,491.83,538.56
4.37878,491.47,538.65
4.39873,491.17,538.12
4.41868,491.94,538.29
4.4388,491.95,538.84
4.45869,491.96,538.07
4.47854,491.97,538.05
4.49856,492.17,537.04
4.51955,492.14,537.03
4.54068,490.91,537.23
4.56059,490.33,537.78
4.58077,490.46,538.23
4.6006,490.37,537.78
4.6219,490.5,537.22
4.64257,490.6,536.18
4.66269,490.68,536.74
4.68273,489.34,536.99
4.70252,489.27,535.4
4.72267,488.62,535.12
4.74263,487.5,535.49
4.76249,489.4,535.79
4.78248,488.92,536.44
4.80255,487.93,538.15
4.82284,487.15,537.72
4.84277,486.32,537.18
4.86264,486.25,536.14
4.88263,487,534.11
4.90291,489.4,543.49
4.92257,494.32,563.19
4.94268,499.06,583.55
4.96266,501.05,591.24
4.98358,501.44,592.39
5.00354,500.55,588.72
5.02374,499.04,583.57
5.04364,497.63,578.26
5.06374,496.31,573.01
5.08366,494.84,568.6
5.10361,493.28,564.28
5.1237,492.62,560.83
5.14369,492.7,557.66
5.16367,492.16,554.13
5.18363,490.93,550.9
5.20354,489.74,548.32
5.2237,487.59,546.46
5.24362,487.47,546.17
5.26375,486.78,544.73
5.28362,485.82,544.99
5.30355,485.86,544.59
5.32361,486.49,544.87
5.34366,485.39,545.7
5.36359,498.31,546.56
5.38355,521.05,548.85
5.40354,548.84,554.08
5.42365,575.67,560.46
5.44364,600.14,566.37
5.46373,620.71,570.7
5.48346,636.97,570.56
5.50352,645.97,567.85
5.52364,646.38,563.28
5.54366,643.5,557.82
5.56366,637.6,552.46
5.58364,629.88,549.37
5.6036,620.51,545.49
5.62361,608,542.19
5.64382,596,539.16
5.66465,584.2,538.32
5.68586,573.56,537.86
5.70552,564.05,536.69
5.72556,554.84,536.35
5.74551,545.87,537.08
5.76663,538.3,537.66
5.78656,531.04,538.13
5.80679,524.43,538.1
5.82666,518.54,538.88
5.84662,513.84,539.51
5.86664,509.27,540.21
5.88659,506.01,539.16
5.9065,502.81,539.73
5.92659,500.25,540.19
5.94763,499.6,540.75
5.96773,499.08,541
5.98768,497.26,542.2
6.00757,495.61,543.36
6.02767,493.69,543.69
6.04767,492.55,543.55
6.0676,491.44,543.84
6.08752,489.95,544.67
6.10764,489.56,544.74
6.12776,488.85,545.39
6.14759,488.28,545.51
6.16758,488.82,545.61
6.18756,488.86,546.29
6.20756,488.89,545.43
6.22774,488.91,545.74
6.24751,488.93,545.8
6.26768,489.14,545.04
6.28749,488.51,544.43
6.30761,488.41,544.14
6.32753,488.33,543.51
6.34749,488.26,544.01
6.36759,488.01,543.41
6.38743,487.61,543.33
6.40778,488.89,542.86
6.42765,489.11,543.29
6.44764,489.09,544.03
6.46756,489.27,543.43
6.48758,489.62,542.14
6.50772,481.69,542.31
6.52764,463.35,543.25
6.5476,435.08,541.2
6.56765,401.87,537.76
6.58747,368.29,531.41
6.6076,338.23,524.13
6.62768,319.99,517.1
6.64756,313.39,513.28
6.66768,315.11,512.02
6.68747,322.09,511.62
6.70771,332.07,512.3
6.72753,344.26,514.24
6.74745,356.61,516.39
6.76758,369.48,518.11
6.78738,381.79,520.29
6.80765,393.83,522.83
6.82761,404.86,525.07
6.84761,415.29,527.65
6.86746,423.83,529.52
6.88749,432.67,531.22
6.90781,440.33,532.57
6.9286,446.07,533.66
6.94857,452.45,534.13
6.96861,458.16,534.3
6.98855,462.93,534.64
7.00853,467.14,536.11
7.02841,469.92,536.29
7.04861,471.73,536.63
7.06952,473.79,536.31
7.0904,476.63,536.84
7.11053,479.5,536.68
7.13051,482,536.54
7.15156,482.6,535.83
7.17162,484.08,536.87
7.19158,485.07,536.29
7.21163,486.45,535.83
7.23161,487.96,535.67
7.25164,487.57,535.73
7.27159,488.46,533.99
7.29151,490.76,533.79
7.31163,491.21,533.23
7.33162,491.57,532.79
7.35153,492.06,532.83
7.37157,491.84,532.06
7.39261,491.48,531.45
7.41262,491.78,531.96
7.43271,491.62,532.17
7.45248,491.1,532.33
7.47268,491.68,533.07
7.49361,492.14,533.05
7.5136,492.31,533.24
7.53353,491.65,532.99
7.55357,492.12,533.2
7.57367,491.9,534.36
7.59404,491.72,535.29
7.61349,491.97,535.83
7.63346,492.18,535.66
7.65357,493.34,536.13
7.6736,492.47,536.7
7.69355,492.78,536.56
7.71374,492.82,536.05
7.73352,492.86,535.64
7.75357,492.29,535.31
7.77359,493.03,534.85
7.79355,493.42,535.88
7.8136,493.74,535.5
7.83361,493.99,535.6
7.85362,493.39,535.48
7.87385,492.71,535.59
7.89361,492.37,535.87
7.91463,492.3,535.5
7.93449,493.04,535.4
7.95457,493.03,535.12
7.97452,493.02,535.09
7.99458,493.42,535.07
8.01467,494.14,535.46
8.03447,494.31,535.77
8.05441,493.65,534.81
8.0746,492.32,534.65
8.09455,492.05,534.32
8.11442,491.44,534.26
8.13461,491.35,534.41
8.1546,491.68,533.72
8.17467,492.35,533.38
8.19455,492.88,533.3
8.21452,493.3,533.24
8.23442,493.44,533.59
8.25442,493.15,534.28
8.2747,493.92,535.62
8.2946,493.94,535.9
8.31457,494.15,535.72
8.33466,494.32,536.77
8.35441,494.26,537.62
8.37461,493.61,538.3
8.39457,493.28,539.84
8.41456,494.43,539.87
8.43458,494.94,539.9
8.45442,494.15,540.52
8.47464,492.52,539.41
8.49459,492.22,539.33
8.5145,492.77,538.26
8.53467,492.62,537.61
8.55475,492.9,537.49
8.57453,493.32,537.59
8.59453,494.45,538.47
8.61464,494.36,538.18
