time_s,EOG_H,EOG_V
0.0,506.38,495.86
0.020000000000000018,513.1,497.68
0.040000000000000036,510.02,489.88
0.06000000000000005,510.02,489.88
0.08000000000000007,515.62,492.1
0.10000000000000009,515.62,492.1
0.1200000000000001,515.62,492.1
0.14000000000000012,515.62,492.1
0.16000000000000014,515.09,490.88
0.18000000000000016,508.07,488.91
0.20000000000000018,509.5,484.67
0.2200000000000002,507.2,482.54
0.2400000000000002,507.2,482.54
0.26000000000000023,507.2,482.54
0.28000000000000025,507.2,482.54
0.30000000000000027,510.96,481.23
0.3200000000000003,510.96,481.23
0.3400000000000003,514.97,480.58
0.3600000000000003,518.38,474.8
0.38000000000000034,517.91,474.84
0.40000000000000036,510.33,472.27
0.4200000000000004,510.33,472.27
0.4400000000000004,510.33,472.27
0.4600000000000004,510.33,472.27
0.4800000000000004,510.33,472.27
0.5000000000000004,518.26,474.02
0.5200000000000005,517.77,468.2
0.5400000000000005,517.77,468.2
0.5600000000000005,518.81,466.36
0.5800000000000005,518.81,466.36
0.6000000000000005,518.81,466.36
0.6200000000000006,518.81,466.36
0.6400000000000006,518.81,466.36
0.6600000000000006,508.85,463.89
0.6800000000000006,509.28,463.86
0.7000000000000006,515.22,465.88
0.7200000000000006,515.22,465.88
0.7400000000000007,515.22,465.88
0.7600000000000007,515.22,465.88
0.7800000000000007,518.58,466.91
0.8000000000000007,518.58,466.91
0.8200000000000007,513.86,466.33
0.8400000000000007,518.16,470.66
0.8600000000000008,510.13,467.73
0.8800000000000008,509.3,468.98
0.9000000000000008,509.3,468.98
0.9200000000000008,509.3,468.98
0.9400000000000008,509.3,468.98
0.9600000000000009,509.3,468.98
0.9800000000000009,514.24,471.59
1.0000000000000009,519.29,476.54
1.020000000000001,519.29,476.54
1.040000000000001,516.03,475.43
1.060000000000001,516.03,475.43
1.080000000000001,516.03,475.43
1.100000000000001,516.03,475.43
1.120000000000001,509.23,473.94
1.140000000000001,509.23,473.94
1.160000000000001,516.38,476.35
1.180000000000001,516.6,479.22
1.200000000000001,516.6,479.22
1.220000000000001,517.08,480.98
1.240000000000001,517.08,480.98
1.2600000000000011,517.08,480.98
1.2800000000000011,517.08,480.98
1.3000000000000012,517.08,480.98
1.3200000000000012,509.26,478.18
1.3400000000000012,506.49,481.28
1.3600000000000012,506.49,481.28
1.3800000000000012,513.99,484.22
1.4000000000000012,513.99,484.22
1.4200000000000013,513.99,484.22
1.4400000000000013,518.19,486.58
1.4600000000000013,518.19,486.58
1.4800000000000013,510.35,485.46
1.5000000000000013,519.21,489.59
1.5200000000000014,519.21,489.59
1.5400000000000014,510.16,487.07
1.5600000000000014,510.16,487.07
1.5800000000000014,510.16,487.07
1.6000000000000014,512.93,489.06
1.6200000000000014,512.93,489.06
1.6400000000000015,518.15,491.25
1.6600000000000015,513.27,492.68
1.6800000000000015,516.62,496.34
1.7000000000000015,510.1,495.27
1.7200000000000015,510.1,495.27
1.7400000000000015,510.1,495.27
1.7600000000000016,510.1,495.27
1.7800000000000016,505.28,495.02
1.8000000000000016,505.28,495.02
1.8200000000000016,507.0,497.52
1.8400000000000016,507.0,497.52
1.8600000000000017,512.6,498.81
1.8800000000000017,512.6,498.81
1.9000000000000017,512.6,498.81
1.9200000000000017,512.6,498.81
1.9400000000000017,512.88,499.45
1.9600000000000017,503.3,496.56
1.9800000000000018,507.19,498.5
2.0000000000000018,502.96,497.8
2.0200000000000014,502.96,497.8
2.040000000000001,510.16,501.44
2.0600000000000005,510.16,501.44
2.08,510.16,501.44
2.0999999999999996,512.73,501.35
2.119999999999999,512.73,501.35
2.139999999999999,502.99,498.88
2.1599999999999984,509.68,502.95
2.179999999999998,501.54,499.96
2.1999999999999975,501.54,499.96
2.219999999999997,501.54,499.96
2.2399999999999967,501.54,499.96
2.2599999999999962,501.54,499.96
2.279999999999996,508.44,503.17
2.2999999999999954,508.44,503.17
2.319999999999995,502.21,508.66
2.3399999999999945,510.37,508.22
2.359999999999994,506.1,506.98
2.3799999999999937,506.1,506.98
2.3999999999999932,506.1,506.98
2.419999999999993,506.1,506.98
2.4399999999999924,504.68,505.18
2.459999999999992,504.68,505.18
2.4799999999999915,509.22,506.09
2.499999999999991,509.22,506.09
2.5199999999999907,512.58,509.07
2.5399999999999903,512.58,509.07
2.55999999999999,512.58,509.07
2.5799999999999894,510.66,507.66
2.599999999999989,510.66,507.66
2.6199999999999886,502.93,506.12
2.639999999999988,503.01,505.55
2.6599999999999877,503.01,505.55
2.6799999999999873,500.81,503.84
2.699999999999987,500.81,503.84
2.7199999999999864,500.81,503.84
2.739999999999986,507.25,507.07
2.7599999999999856,510.0,509.66
2.779999999999985,510.0,509.66
2.7999999999999847,508.85,509.42
2.8199999999999843,509.28,510.33
2.839999999999984,509.28,510.33
2.8599999999999834,509.28,510.33
2.879999999999983,509.28,510.33
2.8999999999999826,500.43,507.67
2.919999999999982,507.74,509.73
2.9399999999999817,510.39,509.39
2.9599999999999813,507.77,508.45
2.979999999999981,507.77,508.45
2.9999999999999805,510.82,508.16
3.01999999999998,510.82,508.16
3.0399999999999796,510.82,508.16
3.059999999999979,510.82,508.16
3.0799999999999788,500.85,503.73
3.0999999999999783,504.48,502.58
3.119999999999978,499.36,504.46
3.1399999999999775,499.36,504.46
3.159999999999977,507.09,507.77
3.1799999999999766,507.09,507.77
3.199999999999976,507.09,507.77
3.2199999999999758,507.09,507.77
3.2399999999999753,510.27,509.41
3.259999999999975,506.02,508.93
3.2799999999999745,510.84,512.22
3.299999999999974,501.87,508.78
3.3199999999999736,501.87,508.78
3.339999999999973,501.87,508.78
3.359999999999973,501.87,508.78
3.3799999999999724,501.87,508.78
3.399999999999972,502.5,510.42
3.4199999999999715,507.6,511.74
3.439999999999971,506.41,511.08
3.4599999999999707,506.41,511.08
3.4799999999999702,502.53,510.67
3.49999999999997,502.53,510.67
3.5199999999999694,502.53,510.67
3.539999999999969,502.53,510.67
3.5599999999999685,498.62,508.33
3.579999999999968,509.56,510.61
3.5999999999999677,503.28,507.83
3.6199999999999672,507.62,509.07
3.639999999999967,507.62,509.07
3.6599999999999664,507.62,509.07
3.679999999999966,507.62,509.07
3.6999999999999655,508.1,508.85
3.719999999999965,508.1,508.85
3.7399999999999647,508.35,511.48
3.7599999999999643,507.28,508.18
3.779999999999964,498.42,506.15
3.7999999999999634,498.42,506.15
3.819999999999963,498.42,506.15
3.8399999999999626,498.42,506.15
3.859999999999962,505.74,509.32
3.8799999999999617,505.74,509.32
3.8999999999999613,505.26,513.2
3.919999999999961,506.8,513.36
3.9399999999999604,506.8,513.36
3.95999999999996,506.8,513.36
3.9799999999999596,497.64,510.29
3.999999999999959,497.64,510.29
4.019999999999959,497.64,510.29
4.039999999999958,503.51,513.03
4.059999999999958,508.01,515.82
4.079999999999957,507.37,514.65
4.099999999999957,507.69,518.72
4.119999999999957,507.69,518.72
4.139999999999956,507.69,518.72
4.159999999999956,507.69,518.72
4.179999999999955,507.69,518.72
4.199999999999955,500.75,516.18
4.2199999999999545,506.77,515.97
4.239999999999954,497.62,514.58
4.259999999999954,497.62,514.58
4.279999999999953,501.29,515.46
4.299999999999953,501.29,515.46
4.319999999999952,501.29,515.46
4.339999999999952,501.29,515.46
4.3599999999999515,505.23,515.57
4.379999999999951,504.98,532.51
4.399999999999951,504.98,532.51
4.41999999999995,498.38,551.01
4.43999999999995,498.38,551.01
4.459999999999949,498.38,551.01
4.479999999999949,498.38,551.01
4.4999999999999485,494.1,566.21
4.519999999999948,502.68,570.97
4.539999999999948,498.05,528.05
4.559999999999947,504.64,516.84
4.579999999999947,504.64,516.84
4.599999999999946,504.64,516.84
4.619999999999946,504.64,516.84
4.6399999999999455,504.64,516.84
4.659999999999945,506.91,507.07
4.679999999999945,498.53,495.66
4.699999999999944,506.65,488.28
4.719999999999944,506.65,488.28
4.739999999999943,501.52,485.62
4.759999999999943,501.52,485.62
4.7799999999999425,501.52,485.62
4.799999999999942,508.21,490.1
4.819999999999942,508.21,490.1
4.839999999999941,511.77,495.08
4.859999999999941,506.57,500.58
4.87999999999994,507.66,503.27
4.89999999999994,496.73,500.81
4.9199999999999395,496.73,500.81
4.939999999999939,496.73,500.81
4.959999999999939,496.73,500.81
4.979999999999938,503.18,505.25
4.999999999999938,506.14,507.8
5.019999999999937,503.03,509.23
5.039999999999937,503.03,509.23
5.0599999999999365,506.63,512.38
5.079999999999936,506.63,512.38
5.099999999999936,506.63,512.38
5.119999999999935,500.5,511.1
5.139999999999935,500.5,511.1
5.159999999999934,496.4,509.68
5.179999999999934,494.18,511.27
5.199999999999934,498.55,512.82
5.219999999999933,498.55,512.82
5.239999999999933,498.55,512.82
5.259999999999932,498.55,512.82
5.279999999999932,503.84,514.45
5.299999999999931,503.84,514.45
5.319999999999931,503.87,514.16
5.339999999999931,505.26,515.2
5.35999999999993,501.01,513.56
5.37999999999993,497.21,511.84
5.399999999999929,497.21,511.84
5.419999999999929,497.21,511.84
5.4399999999999284,497.21,511.84
5.459999999999928,503.37,514.48
5.479999999999928,503.37,514.48
5.499999999999927,497.47,511.98
5.519999999999927,504.54,515.07
5.539999999999926,505.43,516.86
5.559999999999926,505.43,516.86
5.5799999999999255,505.43,516.86
5.599999999999925,505.43,516.86
5.619999999999925,496.75,513.88
5.639999999999924,496.75,513.88
5.659999999999924,498.51,511.53
5.679999999999923,504.81,515.43
5.699999999999923,507.85,516.74
5.7199999999999225,507.85,516.74
5.739999999999922,507.85,516.74
5.759999999999922,507.85,516.74
5.779999999999921,500.68,515.19
5.799999999999921,500.68,515.19
5.81999999999992,499.94,514.95
5.83999999999992,498.96,512.62
5.8599999999999195,504.37,513.7
5.879999999999919,504.37,513.7
5.899999999999919,504.37,513.7
5.919999999999918,504.37,513.7
5.939999999999918,507.7,513.96
5.959999999999917,506.76,513.77
5.979999999999917,508.07,517.15
5.9999999999999165,508.07,517.15
6.019999999999916,501.25,513.72
6.039999999999916,497.6,511.57
6.059999999999915,497.6,511.57
6.079999999999915,497.6,511.57
6.099999999999914,497.6,511.57
6.119999999999914,503.88,513.46
6.1399999999999135,505.91,514.17
6.159999999999913,506.91,515.54
6.179999999999913,506.91,515.54
6.199999999999912,507.93,514.63
6.219999999999912,507.93,514.63
6.239999999999911,507.93,514.63
6.259999999999911,499.14,512.11
6.2799999999999105,499.14,512.11
6.29999999999991,508.29,515.47
6.31999999999991,498.83,511.9
6.339999999999909,498.83,511.9
6.359999999999909,505.26,514.32
6.379999999999908,505.26,514.32
6.399999999999908,505.26,514.32
6.419999999999908,505.26,514.32
6.439999999999907,507.81,515.26
6.459999999999907,498.45,510.8
6.479999999999906,505.63,511.23
6.499999999999906,496.1,509.18
6.519999999999905,496.1,509.18
6.539999999999905,496.1,509.18
6.559999999999905,496.1,509.18
6.579999999999904,496.1,509.18
6.599999999999904,501.88,511.55
6.619999999999903,501.88,511.55
6.639999999999903,505.74,514.48
6.659999999999902,505.74,514.48
6.679999999999902,498.79,513.78
6.699999999999902,498.79,513.78
6.719999999999901,498.79,513.78
6.739999999999901,498.79,513.78
6.7599999999999,498.64,512.83
6.7799999999999,498.64,512.83
6.7999999999998995,502.53,512.84
6.819999999999899,507.22,512.87
6.839999999999899,507.22,512.87
6.859999999999898,507.22,512.87
6.879999999999898,507.22,512.87
6.899999999999897,506.38,511.9
6.919999999999897,506.38,511.9
6.9399999999998965,506.91,511.13
6.959999999999896,500.53,509.31
6.979999999999896,500.02,509.04
6.999999999999895,500.02,509.04
7.019999999999895,500.02,509.04
7.039999999999894,500.02,509.04
7.059999999999894,506.82,510.44
7.0799999999998935,506.82,510.44
7.099999999999893,508.04,512.23
7.119999999999893,508.04,512.23
7.139999999999892,508.43,511.98
7.159999999999892,508.43,511.98
7.179999999999891,508.43,511.98
7.199999999999891,499.94,508.78
7.2199999999998905,499.94,508.78
7.23999999999989,505.09,510.94
7.25999999999989,500.87,510.55
7.279999999999889,506.1,513.24
7.299999999999889,506.1,513.24
7.319999999999888,506.1,513.24
7.339999999999888,506.1,513.24
7.3599999999998875,506.1,513.24
7.379999999999887,508.08,514.39
7.399999999999887,506.0,515.07
7.419999999999886,507.4,515.26
7.439999999999886,498.72,511.01
7.459999999999885,498.72,511.01
7.479999999999885,498.72,511.01
7.4999999999998845,498.72,511.01
7.519999999999884,505.18,513.61
7.539999999999884,498.39,510.02
7.559999999999883,498.39,510.02
7.579999999999883,504.91,510.62
7.599999999999882,504.91,510.62
7.619999999999882,504.91,510.62
7.6399999999998816,504.91,510.62
7.659999999999881,506.53,510.49
7.679999999999881,499.86,507.96
7.69999999999988,506.55,508.61
7.71999999999988,498.64,506.29
7.739999999999879,498.64,506.29
7.759999999999879,498.64,506.29
7.779999999999879,498.64,506.29
7.799999999999878,504.91,508.03
7.819999999999878,507.53,511.03
7.839999999999877,505.02,510.74
7.859999999999877,507.22,511.39
7.879999999999876,507.22,511.39
