time_s,EOG_H,EOG_V
1.5737740993499756,104.4,103.8
1.601764440536499,184.32,182.24
1.6196978092193604,244.86,246.99
1.6217033863067627,300.68,302.99
1.6354806423187256,345.35,344.79
1.6612517833709717,374.48,373.44
1.733447551727295,398.38,404.35
1.767641305923462,423.31,428.28
1.78873872756958,443.04,448.22
1.7976348400115967,449.44,454.38
1.8096842765808105,462.35,467.3
1.815086841583252,473.88,475.24
1.83668851852417,479.9,478.59
1.919510841369629,480.72,483.88
1.947510004043579,488.38,491.3
1.9682068824768066,495.3,495.44
1.9812064170837402,494.84,493.55
1.9832234382629395,495.07,498.04
1.9882018566131592,500.06,502.43
2.0239381790161133,504.05,504.15
2.115832805633545,499.04,501.72
2.1479201316833496,500.43,508.57
2.1499297618865967,515.14,507.26
2.150923252105713,532.72,499.41
2.152843475341797,537.97,495.33
2.1672229766845703,545.58,497.06
2.196317434310913,552.26,499.05
2.269308567047119,557.41,506.04
2.3046064376831055,570.53,526.23
2.33272647857666,591.62,548.78
2.3348071575164795,607.5,561.03
2.3364133834838867,609.2,560.82
2.3444857597351074,613.16,564.06
2.3746328353881836,611.33,568.85
2.4563448429107666,592.66,570.88
2.4854860305786133,562.13,576.9
2.493389129638672,539.1,586.12
2.507406234741211,515.48,585.5
2.509411334991455,495.99,577.2
2.5234084129333496,482.19,571.56
2.5584211349487305,479.55,567.85
2.6512365341186523,477.84,559.08
2.689014434814453,472.67,546.26
2.6920151710510254,474.54,543.81
2.694018602371216,475.63,540.25
2.696063756942749,470.3,533.8
2.7007412910461426,462.64,527.64
2.7333269119262695,464.71,525.91
2.8120336532592773,468.37,520.93
2.844027519226074,467.5,514.74
2.8590784072875977,467.6,513.19
2.861088514328003,475.08,514.36
2.863006591796875,480.46,510.88
2.8767170906066895,479.37,507.31
2.952937364578247,482.3,510.85
2.98752760887146,487.64,507.68
3.0075371265411377,490.91,507.74
3.0215272903442383,488.53,507.99
3.0235249996185303,491.62,520.79
3.032028913497925,498.3,538.44
3.0668628215789795,492.04,556.75
3.1475942134857178,478.83,573.2
3.178359031677246,462.46,585.16
3.1922779083251953,441.97,581.93
3.1932826042175293,421.38,563.74
3.1953988075256348,410.5,548.79
3.208282709121704,410.8,529.43
3.2424662113189697,416.24,509.95
3.311880111694336,418.19,492.96
3.344125270843506,429.15,486.37
3.3634743690490723,442.92,480.69
3.3659613132476807,451.14,475.55
3.3684797286987305,456.31,474.64
3.3847599029541016,468.05,477.11
3.4784491062164307,478.24,479.49
3.5070853233337402,479.79,476.99
3.5195865631103516,484.63,482.39
3.522517442703247,489.11,488.32
3.5245988368988037,489.89,489.25
3.539459466934204,479.51,489.8
3.564394950866699,473.21,499.44
3.641388416290283,463.37,505.35
3.6663222312927246,450.49,505.68
3.685584306716919,437.99,510.55
3.6885030269622803,437.2,519.24
3.6915061473846436,440.16,523.59
3.7275023460388184,437.52,522.47
3.7970833778381348,436.02,528.18
3.840322971343994,442.62,529.94
3.8549158573150635,447.49,527.75
3.857151746749878,445.39,520.0
3.8588831424713135,450.12,519.4
3.867579221725464,458.09,517.12
3.899399995803833,462.87,509.1
3.969353199005127,464.3,504.88
3.9831957817077637,472.24,507.1
4.00276780128479,480.39,503.48
4.019775152206421,481.11,500.59
4.030684947967529,482.69,503.27
4.047696113586426,488.55,506.41
4.072385549545288,492.24,506.73
4.148462772369385,484.39,502.59
4.1750168800354,486.11,514.67
4.19401741027832,501.09,531.33
4.197016954421997,523.07,543.87
4.199010372161865,547.06,556.29
4.224019765853882,579.85,565.44
4.255407333374023,613.48,560.95
4.328108549118042,631.78,532.36
4.343717336654663,632.03,514.69
4.36946439743042,632.42,501.75
4.383277177810669,626.74,489.6
4.385194778442383,612.79,476.68
4.400924921035767,602.83,476.34
4.470522880554199,595.47,475.28
4.527435541152954,584.37,472.22
4.532552719116211,569.1,470.98
4.543577432632446,562.48,475.78
