time_s,EOG_H,EOG_V
0.0,505.5,506.16
0.020000000000000018,505.5,506.16
0.040000000000000036,505.5,506.16
0.06000000000000005,499.4,503.13
0.08000000000000007,511.72,508.7
0.10000000000000009,503.69,506.06
0.1200000000000001,512.75,510.85
0.14000000000000012,511.2,511.68
0.16000000000000014,511.2,511.68
0.18000000000000016,511.2,511.68
0.20000000000000018,511.2,511.68
0.2200000000000002,511.2,511.68
0.2400000000000002,497.76,502.74
0.26000000000000023,506.25,506.9
0.28000000000000025,499.4,502.92
0.30000000000000027,511.32,508.14
0.3200000000000003,511.32,508.14
0.3400000000000003,511.32,508.14
0.3600000000000003,511.32,508.14
0.38000000000000034,515.26,509.91
0.40000000000000036,501.61,500.93
0.4200000000000004,501.08,502.54
0.4400000000000004,496.91,500.61
0.4600000000000004,496.91,500.61
0.4800000000000004,505.33,507.09
0.5000000000000004,505.33,507.09
0.5200000000000005,505.33,507.09
0.5400000000000005,513.46,510.87
0.5600000000000005,513.46,510.87
0.5800000000000005,506.97,507.5
0.6000000000000005,512.46,511.26
0.6200000000000006,500.17,503.41
0.6400000000000006,500.17,503.41
0.6600000000000006,500.17,503.41
0.6800000000000006,500.17,503.41
0.7000000000000006,497.14,502.93
0.7200000000000006,497.14,502.93
0.7400000000000007,508.71,509.54
0.7600000000000007,495.01,503.03
0.7800000000000007,511.97,512.14
0.8000000000000007,507.58,509.31
0.8200000000000007,507.58,509.31
0.8400000000000007,507.58,509.31
0.8600000000000008,507.58,509.31
0.8800000000000008,494.26,503.25
0.9000000000000008,506.21,509.6
0.9200000000000008,512.37,511.28
0.9400000000000008,497.91,502.1
0.9600000000000009,508.73,507.88
0.9800000000000009,511.79,509.1
1.0000000000000009,511.79,509.1
1.020000000000001,511.79,509.1
1.040000000000001,511.79,509.1
1.060000000000001,496.23,499.88
1.080000000000001,501.18,505.11
1.100000000000001,494.75,501.09
1.120000000000001,494.75,501.09
1.140000000000001,505.8,508.68
1.160000000000001,505.8,508.68
1.180000000000001,505.8,508.68
1.200000000000001,505.8,508.68
1.220000000000001,512.04,512.34
1.240000000000001,512.04,512.34
1.2600000000000011,509.2,511.92
1.2800000000000011,497.45,505.11
1.3000000000000012,501.36,509.49
1.3200000000000012,501.36,509.49
1.3400000000000012,501.36,509.49
1.3600000000000012,501.36,509.49
1.3800000000000012,512.49,514.99
1.4000000000000012,512.49,514.99
1.4200000000000013,511.19,514.39
1.4400000000000013,516.36,516.98
1.4600000000000013,516.36,516.98
1.4800000000000013,507.09,511.98
1.5000000000000013,507.09,511.98
1.5200000000000014,507.09,511.98
1.5400000000000014,500.07,507.98
1.5600000000000014,500.07,507.98
1.5800000000000014,515.29,515.15
1.6000000000000014,512.55,513.49
1.6200000000000014,512.55,513.49
1.6400000000000015,511.24,513.59
1.6600000000000015,511.24,513.59
1.6800000000000015,511.24,513.59
1.7000000000000015,511.24,513.59
1.7200000000000015,511.24,513.59
1.7400000000000015,496.99,505.67
1.7600000000000016,496.99,505.67
1.7800000000000016,516.15,515.51
1.8000000000000016,510.9,514.39
1.8200000000000016,515.52,515.91
1.8400000000000016,515.52,515.91
1.8600000000000017,515.52,515.91
1.8800000000000017,515.52,515.91
1.9000000000000017,503.02,507.33
1.9200000000000017,503.02,507.33
1.9400000000000017,503.41,508.26
1.9600000000000017,508.72,510.36
1.9800000000000018,508.72,510.36
2.0000000000000018,516.17,514.49
2.0200000000000014,516.17,514.49
2.040000000000001,516.17,514.49
2.0600000000000005,516.17,514.49
2.08,508.94,509.39
2.0999999999999996,498.15,504.51
2.119999999999999,503.24,507.42
2.139999999999999,503.24,507.42
2.1599999999999984,500.4,508.14
2.179999999999998,500.4,508.14
2.1999999999999975,500.4,508.14
2.219999999999997,511.72,513.91
2.2399999999999967,511.72,513.91
2.2599999999999962,512.57,514.33
2.279999999999996,504.33,511.73
2.2999999999999954,508.01,512.07
2.319999999999995,496.41,505.25
2.3399999999999945,496.41,505.25
2.359999999999994,496.41,505.25
2.3799999999999937,496.41,505.25
2.3999999999999932,508.33,511.8
