time_s,EOG_H,EOG_V
0.0,102.8,90.4
0.2,249.71,269.46
0.4,249.71,269.46
0.6000000000000001,289.17,324.56
0.8,314.34,361.25
1.0,350.27,391.8
1.2,376.81,401.44
1.4,406.25,418.95
1.5999999999999999,434.0,412.16
1.7999999999999998,450.4,413.93
1.9999999999999998,474.92,434.74
2.1999999999999997,496.14,467.0
2.4,487.31,489.0
2.6,504.45,517.0
2.8000000000000003,519.76,506.8
3.0000000000000004,518.61,497.44
3.2000000000000006,497.49,478.75
3.400000000000001,501.39,489.2
3.600000000000001,522.31,528.96
3.800000000000001,519.25,529.57
4.000000000000001,535.0,509.25
4.200000000000001,532.6,501.6
4.400000000000001,527.28,516.08
4.600000000000001,527.42,519.87
4.800000000000002,498.74,497.29
5.000000000000002,522.99,489.03
5.200000000000002,526.39,498.83
5.400000000000002,516.91,490.26
5.600000000000002,503.53,489.81
5.8000000000000025,502.83,531.25
6.000000000000003,502.83,531.25
6.200000000000003,490.89,538.16
6.400000000000003,511.31,534.13
6.600000000000003,496.85,515.7
6.800000000000003,503.48,504.96
7.0000000000000036,506.18,492.57
7.200000000000004,506.18,492.57
7.400000000000004,520.56,538.76
7.600000000000004,515.85,544.81
7.800000000000004,515.85,544.81
8.000000000000004,514.08,532.85
8.200000000000003,511.46,535.08
8.400000000000002,519.57,530.06
8.600000000000001,508.06,507.85
8.8,513.84,498.28
9.0,513.28,497.82
9.2,509.82,504.26
9.399999999999999,519.46,500.41
9.599999999999998,503.77,508.13
9.799999999999997,499.21,507.9
