time_s,EOG_H,EOG_V
1.5526621341705322,103.0,95.6
1.7500147819519043,183.8,181.88
1.9500775337219238,267.24,242.9
2.201033592224121,319.59,293.32
2.377920150756836,357.27,335.06
2.571016550064087,389.02,373.65
2.765805959701538,415.42,400.72
3.035064935684204,435.33,418.37
3.196834087371826,428.07,444.9
3.3810434341430664,441.25,462.12
3.643505334854126,456.2,466.1
3.8085455894470215,472.56,472.28
4.002597093582153,483.45,483.22
4.260844945907593,451.76,517.38
4.453919887542725,443.21,511.5
4.627583980560303,452.37,516.4
4.818134546279907,495.69,493.72
5.114060401916504,506.15,491.98
5.260366439819336,506.12,496.58
5.449831008911133,506.7,502.87
5.6383302211761475,506.76,505.29
5.918181657791138,508.61,502.43
6.0885937213897705,505.09,509.95
6.2629053592681885,467.87,522.56
6.46324610710144,467.89,518.45
6.697932481765747,473.52,515.96
6.890958547592163,540.41,482.17
7.076045274734497,548.13,477.33
7.358943939208984,543.1,479.67
7.499940633773804,534.68,488.73
7.7022881507873535,530.15,496.59
7.907576084136963,526.12,497.67
8.139345407485962,521.49,498.54
8.322482109069824,518.4,504.43
8.518969535827637,517.72,506.94
8.718118667602539,516.37,504.35
8.977468490600586,512.7,507.88
9.176079750061035,512.16,511.31
9.339826107025146,512.73,510.85
9.551732301712036,468.98,524.88
9.823938369750977,469.19,525.3
9.983574151992798,476.55,523.04
10.169039726257324,548.84,479.03
10.38984727859497,553.07,478.23
10.587646484375,547.06,486.98
10.773542404174805,541.85,490.78
