Program Time [s],data 0,data 1
136.53267,474.05,512.40
136.55167,473.62,507.13
136.57294,472.93,510.91
136.59156,474.55,511.77
136.61204,472.41,507.74
136.63233,472.12,508.66
136.65293,474.47,520.25
136.67334,479.30,544.07
136.69321,480.75,574.62
136.71228,484.68,598.90
136.73265,485.17,617.73
136.75237,483.26,627.18
136.77353,485.51,631.82
136.79331,484.77,632.49
136.81233,483.69,631.33
136.83240,483.27,623.28
136.85370,479.91,614.25
136.87235,479.17,607.65
136.89230,478.96,598.37
136.91228,480.13,587.68
136.93301,477.22,577.21
136.95269,480.25,570.70
136.97476,478.94,566.02
136.99387,479.13,559.16
137.01314,477.70,553.53
137.03349,478.80,549.12
137.05365,478.52,547.93
137.07206,476.65,539.00
137.09383,476.17,537.41
137.11231,476.02,534.06
137.13266,473.56,528.64
137.15321,475.43,529.61
137.17220,475.62,528.78
137.19217,478.61,528.78
137.21368,476.68,526.55
137.23362,478.88,523.25
137.25259,477.22,521.34
137.27239,478.57,522.70
137.29242,477.85,521.44
137.31214,481.07,521.79
137.33266,478.89,520.02
137.35289,480.81,516.02
137.37427,479.66,516.82
137.39286,481.26,516.66
137.41206,478.56,512.84
137.43237,478.96,513.14
137.45342,480.73,516.59
137.47295,480.77,519.69
137.49210,477.19,520.20
137.51327,476.90,518.98
137.53388,479.66,518.92
137.55220,476.42,517.77
137.57359,477.45,515.48
137.59214,477.06,513.72
137.61345,477.22,516.41
137.63374,476.87,514.87
137.65315,478.15,513.49
137.67427,477.08,511.26
137.69394,476.71,514.29
137.71395,476.86,519.27
137.73392,481.87,524.84
137.75202,481.44,533.11
137.77358,485.10,536.33
137.79289,488.26,527.65
137.81238,486.49,504.25
137.83305,484.99,475.94
137.85354,476.85,451.21
137.87245,475.40,424.59
137.89315,473.16,412.76
137.91331,470.52,402.92
137.93264,471.05,400.34
137.95272,468.25,399.41
137.97368,468.12,405.88
137.99357,466.88,408.97
138.01397,466.20,418.44
138.03270,470.65,426.12
138.05371,472.07,440.22
138.07311,473.58,445.44
138.09348,477.84,458.56
138.11316,478.36,464.10
138.13401,478.19,468.40
138.15387,477.63,473.22
138.17333,477.14,477.77
138.19369,478.62,481.64
138.21317,479.16,486.44
138.23337,479.21,491.80
138.25359,477.46,494.08
138.27448,479.29,496.37
138.29308,478.64,498.45
138.31456,480.55,502.52
138.33407,482.06,505.31
138.35361,482.02,508.80
138.37363,484.26,507.35
138.39305,486.82,511.75
138.41485,482.79,513.42
138.43444,483.80,512.40
138.45403,482.51,515.14
138.47559,482.24,513.44
138.49579,484.71,517.25
138.51543,480.96,519.36
138.53488,482.28,518.41
138.55476,483.08,520.88
138.57497,480.78,521.55
138.59487,485.13,521.64
138.61598,484.42,524.21
138.63531,482.90,524.13
138.65460,483.78,525.65
138.67529,485.72,527.93
138.69405,487.78,525.54
138.71481,486.61,528.14
138.73541,486.01,527.82
138.75460,487.22,527.41
138.77589,488.42,525.81
138.79414,485.78,522.83
138.81531,486.32,522.29
138.83434,485.18,523.30
138.85592,486.12,520.29
138.87558,487.29,522.41
138.89537,486.57,520.21
138.91694,484.52,521.71
138.93575,485.43,520.02
138.95614,486.61,519.52
138.97662,487.69,522.16
138.99540,486.46,522.72
139.01688,484.42,523.57
139.03538,484.17,525.29
139.05613,485.82,524.78
139.07794,484.36,526.08
139.09689,484.06,528.72
139.11729,484.55,531.25
139.13766,484.61,528.97
139.15790,484.80,529.34
139.17711,485.83,528.89
139.19613,483.82,527.02
139.21792,486.77,526.54
139.23871,482.68,525.75
139.25763,484.12,526.72
139.27792,482.73,526.91
139.29854,482.97,525.90
139.31842,481.80,522.63
139.33764,484.12,523.03
139.35862,484.89,524.00
139.37720,485.64,523.59
139.39784,485.00,522.54
139.41875,483.65,524.06
139.43872,481.96,522.92
139.45741,482.43,521.63
139.47791,482.99,519.69
139.49839,483.80,523.68
139.51851,484.17,519.41
139.53853,481.94,521.98
139.55874,483.73,522.11
139.57794,481.29,520.98
139.59804,481.00,521.83
139.61721,482.58,523.27
139.63727,482.96,522.22
139.65762,484.14,525.15
139.67829,482.73,523.06
139.69771,482.78,522.64
139.71718,481.64,524.92
139.73822,483.15,523.08
139.75789,483.88,522.84
139.77705,481.68,521.15
139.79899,480.68,522.40
139.81986,481.71,522.25
139.83978,478.91,521.41
139.85945,478.85,523.02
139.87943,477.70,523.07
139.89979,478.48,522.48
139.91926,478.82,520.72
139.93920,481.00,522.45
139.95804,478.98,521.13
139.97804,480.56,521.92
139.99919,481.14,523.41
140.01972,480.25,524.55
140.03966,480.20,522.99
140.05828,478.98,522.24
140.07891,476.80,522.74
140.09922,478.40,524.28
140.11833,476.80,521.99
140.13890,476.50,523.50
140.15962,474.56,522.55
140.18005,474.99,520.86
140.19997,473.05,523.12
140.22058,471.97,523.82
140.23905,474.47,523.93
140.25964,472.69,524.53
140.27913,472.69,522.07
140.29946,474.59,523.02
140.31940,472.73,522.78
140.33911,474.28,521.83
140.36051,474.56,523.69
140.38052,472.86,523.88
140.40006,475.38,522.49
140.42000,473.96,523.65
140.43969,472.55,523.31
140.45930,471.73,523.35
140.48084,474.36,521.53
140.49910,472.64,528.14
140.51918,472.95,542.85
140.54065,475.80,560.61
140.56065,478.14,580.77
140.58029,476.25,599.00
140.60050,479.61,615.67
140.62135,479.82,621.95
140.64125,478.61,624.70
140.66028,477.82,619.12
140.68142,476.98,618.22
140.70016,474.60,609.07
140.72033,472.81,603.58
140.74187,473.12,592.55
140.76182,471.35,583.33
140.78187,473.83,580.33
140.80089,472.20,574.24
140.82085,473.73,564.95
140.84067,472.41,558.32
140.86037,470.51,555.75
140.88141,470.31,554.94
140.90058,472.37,550.53
140.92162,471.24,547.98
140.94102,470.82,546.29
140.96162,473.11,542.58
140.98197,472.99,539.23
141.00161,469.78,533.96
141.02038,470.46,533.05
141.04163,468.68,535.86
141.06179,471.39,532.41
141.08000,470.33,532.89
141.10036,469.60,532.22
141.12101,469.84,528.55
141.14010,469.93,522.43
141.16199,470.13,520.52
141.18013,467.60,521.02
141.20053,468.19,521.95
141.22196,469.99,522.30
141.24179,467.04,525.71
141.26058,466.56,524.49
141.28176,466.05,525.86
141.30077,467.45,525.62
141.32196,466.60,525.15
141.34006,465.24,524.33
141.36019,465.05,522.49
141.38107,467.66,522.98
141.40012,467.94,523.50
141.42257,466.69,521.87
141.44243,462.27,521.00
141.46179,465.31,521.22
141.48245,463.02,519.01
141.50112,463.06,522.12
141.52192,465.17,520.63
141.54208,466.76,523.38
141.56158,464.78,529.10
141.58151,465.70,522.16
141.60152,464.10,500.96
141.62285,463.49,467.28
141.64188,456.70,433.67
141.66179,454.82,409.01
141.68276,457.90,395.29
141.70205,456.24,394.11
141.72198,454.36,395.56
141.74168,455.77,402.04
141.76131,456.29,408.69
141.78194,452.97,416.12
141.80273,453.13,428.47
141.82129,452.89,436.91
141.84197,452.16,448.13
141.86141,455.35,455.67
141.88244,456.86,462.92
141.90129,457.47,471.30
141.92260,460.18,474.85
141.94290,459.04,479.53
141.96234,461.01,484.36
141.98248,460.56,491.98
142.00246,462.27,496.07
142.02194,462.15,499.06
142.04215,462.99,499.14
142.06280,462.50,499.82
142.08477,464.55,500.85
142.10343,463.78,502.22
142.12518,468.50,502.83
142.14410,468.62,506.09
142.16545,468.19,506.75
142.18433,466.98,507.30
142.20497,470.47,508.84
142.22400,468.53,508.32
142.24422,468.31,511.94
142.26496,466.85,515.31
142.28455,467.41,515.48
142.30432,466.07,515.08
142.32525,468.15,517.37
142.34593,463.96,514.79
142.36550,466.37,516.06
142.38486,467.01,516.89
142.40453,466.39,515.18
142.42480,465.70,516.90
142.44580,465.94,517.84
142.46417,463.85,517.27
142.48566,462.90,515.55
