Program Time [s],data 0,data 1
3.37001,506.74,529.04
3.37003,506.99,531.23
3.37004,506.39,532.79
3.37005,507.11,533.03
3.37006,508.09,531.42
3.37007,508.47,529.14
3.37009,507.98,525.71
3.3701,506.78,521.57
4.8871,513.4,512.2
4.90757,514.12,514.16
4.92802,516.1,517.13
4.94846,514.08,520.5
4.97308,513.86,524.4
4.99352,511.49,528.12
5.01399,512.59,530.3
5.03447,509.67,531.84
5.05496,509.54,532.87
5.07546,509.23,531.7
5.09996,509.98,529.16
5.12053,510.79,524.73
5.14105,512.03,521.18
5.16148,513.42,517.54
5.18194,509.14,514.24
5.20644,508.11,512.79
5.22696,507.89,509.23
5.24751,507.71,509.38
5.26807,508.57,510.31
5.2885,509.66,514.85
5.30886,509.52,518.68
5.33345,510.22,521.74
5.35395,510.58,525.99
5.3745,510.66,529.99
5.39489,508.73,533
5.41535,507.38,534.2
5.43586,510.11,533.16
5.46036,518.48,526.93
5.48095,524.59,519.74
5.50137,526.87,513.99
5.52192,528.9,508.79
5.54231,530.52,506.04
5.56684,530.41,504.03
5.58737,528.93,504.02
5.60789,526.34,506.02
5.62833,522.48,507.41
5.64886,522.78,510.93
5.66938,521.42,514.75
5.69382,520.54,519.6
5.71437,519.23,525.08
5.73485,516.19,528.86
5.7554,514.35,533.29
5.77588,513.88,533.63
5.80037,512.7,532.31
5.82088,512.36,531.24
5.84137,510.69,528.8
5.8619,510.35,521.64
5.88237,509.08,506.51
5.90284,511.27,486.41
5.9274,512.61,466.33
5.94799,512.69,448.66
5.96832,511.75,435.33
5.98888,514.8,428.46
6.00935,513.64,427.37
6.03374,516.51,429.7
6.05434,515.01,434.76
6.07479,512.41,441.61
6.09534,508.33,448.68
6.11583,506.46,455.95
6.13632,505.17,461.16
6.16083,503.54,466.13
6.18137,504.63,469.5
6.20184,506.9,472.2
6.22224,506.72,474.96
6.24274,508.98,476.97
6.26726,512.58,480.37
6.28777,520.67,491.3
6.30841,532.53,514.04
6.32882,548.63,553.83
6.34922,566.9,603.87
6.36974,583.12,653.09
6.39423,592.9,696.27
6.41472,595.12,727.42
6.43529,592.09,743.74
6.45588,581.88,741.59
6.47625,564.7,723.27
6.49677,542.96,690.22
6.52143,521.57,648.37
6.54178,500.05,603.9
6.56235,486.04,565.72
6.5828,476.63,536.58
6.6033,472.51,512.86
6.6279,469.61,495.69
6.6483,469.69,485.15
6.66881,472.15,478.12
6.68926,473.72,473.9
6.70974,476.97,474.52
6.73017,480.58,478.01
6.75476,482.66,483.41
6.7753,483.73,489.93
6.79581,486.78,496.34
6.81628,490.83,503.07
6.83663,494.86,508.06
6.86117,496.89,510.05
6.88168,498.31,511.44
6.90225,497.85,511.95
6.92275,499.68,511.36
6.9434,499.74,508.49
6.96362,500.19,506.19
6.98813,502.76,504.15
7.00872,504,501.92
7.02921,503.6,501.94
7.04958,506.68,502.95
7.07011,505.35,505.56
7.09459,505.48,509.65
7.1151,505.18,514.92
7.13564,506.15,519.73
7.15615,505.32,524.59
7.17672,507.25,528.87
7.19717,506.4,531.5
7.22164,507.92,532.2
7.24221,507.54,531.96
7.26261,506.23,529.17
7.2833,506.98,526.93
7.30366,506.79,522.75
7.32813,507.23,518.8
7.34867,508.38,515.24
7.36921,508.11,513.19
7.38961,508.89,515.15
7.41006,507.51,516.52
7.43056,509.61,517.82
7.45516,510.09,520.85
7.47555,508.87,523.48
7.49609,509.89,527.39
7.51656,509.52,530.71
7.53717,507.41,533.77
7.55748,507.73,536.01
7.58207,507.78,536.41
7.60257,505.63,535.73
7.6231,506.9,532.98
7.64358,505.92,528.79
7.66401,504.94,526.63
7.68857,505.35,522.9
7.70919,505.48,518.92
7.72951,506.58,514.94
7.75,508.07,512.55
7.77045,507.25,511.64
7.79097,508.2,512.71
7.81551,509.16,515.37
7.83607,510.53,519.3
7.85657,508.82,523.24
7.87705,507.86,526.99
7.89755,509.09,530.99
7.92207,510.27,532.39
7.94255,510.22,532.31
7.96323,508.77,531.05
7.98353,508.02,527.84
8.00394,508.41,523.87
8.02443,508.53,519.9
8.04897,509.23,515.92
8.0695,510.78,511.94
8.0901,510.82,508.55
8.11045,512.26,507.44
8.13103,510.01,507.75
8.15548,510.81,510.2
8.17612,510.04,513.16
8.19654,512.04,516.93
8.21708,509.43,520.54
8.23748,511.94,525.63
8.25797,512.35,529.31
8.28242,510.88,530.85
8.30313,508.71,531.48
8.32345,507.37,531.58
8.34395,506.09,529.27
8.3645,503.87,528.21
8.38892,503.5,524.17
8.40946,501.8,521.94
8.42992,502.64,518.15
8.45062,502.71,514.32
8.4709,505.37,511.26
8.49146,505.5,510.6
8.51592,504.2,511.48
8.5364,507.36,514.39
8.55696,506.89,520.51
8.57735,505.51,524.61
8.59804,506.21,529.09
8.61841,506.17,532.47
8.64291,506.73,535.78
8.66351,506.59,535.22
8.68389,507.67,534.78
8.70445,505.54,532.62
8.72499,504.43,530.1
8.74942,506.14,526.48
8.76996,506.31,522.18
8.79037,507.25,518.75
8.81094,509.8,514.8
8.8314,508.44,513.04
8.85184,510.75,513.43
8.87636,512.8,516.34
8.89706,514.24,519.08
8.91735,514.59,523.46
8.93781,513.07,527.37
8.95827,510.86,530.89
8.98291,509.69,532.52
9.00337,505.95,532.61
9.02385,494.76,529.29
9.04441,486.21,526.63
9.06492,480.97,523.71
9.08543,478.17,519.96
9.10982,478.34,516.17
9.13031,479.47,514.34
9.15078,480.98,512.47
9.17132,484.38,509.78
9.19173,486.11,509.42
9.21631,489.08,508.74
9.23684,491.47,509.59
9.25732,495.57,513.67
9.27782,496.46,516.94
9.29825,499.57,524.55
9.31873,501.65,528.64
9.34329,502.92,531.11
9.36386,502.14,532.09
9.38427,502.51,533.27
9.40479,505.21,534.22
9.42532,516.17,534.97
9.44983,525.93,533.58
9.47036,527.55,532.86
9.49086,530.24,529.09
9.51132,529.59,525.27
9.53175,529.67,521.82
9.55258,531.54,518.65
9.57687,531.03,517.72
9.59725,530.42,518.58
9.61777,528.34,522.46
9.63833,525.47,525.57
9.65866,523.58,528.66
9.68329,522.86,532.93
9.70392,522.89,537.14
9.72443,520.51,537.51
9.74485,518.21,531.41
9.76528,514.57,520.93
9.78572,514.85,508.54
9.81025,514.68,492.03
9.83085,512.55,472.83
9.8513,511.04,452.86
9.87178,509.03,437.29
9.89224,508.02,425.43
9.91277,508.02,418.15
9.93715,508.62,415.72
9.95776,507.89,417.77
9.9782,507.11,423.42
9.9987,507.09,432.53
10.0193,506.47,443.83
10.0438,503.78,453.26
10.0642,503.42,463.41
10.0847,500.34,474.13
10.1053,498.67,486.3
10.1257,498.74,512.64
10.1461,494.59,556.31
10.1706,489.67,618.65
10.1911,484.94,684.32
10.2119,477.35,740.26
10.2323,471.48,779.61
10.2528,469.98,800.08
10.2771,471.99,799.07
10.2976,480.39,776.05
10.3181,492.11,735.64
10.3386,505.49,679.51
10.3591,522.79,615.61
10.3795,536.63,558.09
10.4041,546.71,513.87
10.4246,552.37,484.9
10.4451,553.09,466.32
10.4656,551.67,453.85
10.4861,548.54,448.48
10.5105,545.43,447.59
10.5312,541.75,445.07
10.5517,537,446.66
10.5721,535.2,447.72
10.5926,531.16,448.98
10.6131,529.53,452.58
10.6375,526.02,458.27
10.6582,524.62,464.61
10.6787,522.49,471.09
10.6991,521.79,481.07
10.7195,517.64,489.46
10.744,516.91,497.17
10.7645,515.93,505.13
10.785,513.14,511.51
10.8055,512.31,515.81
10.826,509.65,520.24
10.8465,508.12,522.2
10.8712,509.3,521.36
10.8917,517.84,521.69
10.9122,523.67,519.95
10.9326,524.54,516.96
10.9531,523.03,514.37
10.9735,525.02,511.09
10.998,524.02,510.07
11.0185,523.61,511.06
11.039,519.29,513.25
11.0594,516.83,516.2
11.08,515.67,518.96
11.1044,515.33,522.37
11.1251,516.07,526.69
11.1455,515.85,529.35
11.166,514.48,531.48
11.1864,512.39,531.79
11.2069,510.11,531.83
11.2314,508.29,530.26
11.252,507.63,526.21
11.2724,507.7,522.57
11.293,506.16,519.26
11.3134,505.73,514.4
11.3379,504.78,513.12
11.3584,504.63,512.3
11.3789,502.1,512.64
11.3995,502.68,512.71
11.4199,502.95,516.37
11.4404,501.96,519.5
11.465,501.17,525
11.4855,499.13,530.8
11.5059,498.91,535.04
11.5264,498.92,537.63
11.5469,500.54,538.1
11.5713,498.03,537.28
11.5919,497.03,534.23
11.6124,495.82,531.38
11.6329,493.86,526.51
11.6533,497.29,522.2
11.6738,501.03,518.16
11.6983,500.82,514.33
11.7189,503.26,512.26
11.7394,504.81,512.01
11.7599,507.25,512.41
11.7803,509,515.53
11.8049,508.2,519.82
11.8255,507.56,523.86
11.8459,506.25,528.89
11.8664,506,532.11
11.887,503.8,534.49
11.9073,502.64,536.59
11.9319,495.71,534.67
11.9523,484.97,533.34
11.9728,480.77,529.07
11.9933,478.82,524.66
12.0138,477.46,520.92
12.0343,477.56,519.34
12.0588,478.45,516.67
12.0794,481.56,515.34
12.0998,485.05,515.67
12.1204,499.84,517.54
12.1408,510.07,520.23
12.1653,516.66,524.78
12.1858,518.93,528.03
12.2064,517.74,534.42
12.2269,517.39,535.34
12.2472,518.71,536.87
12.2677,518.37,536.3
12.2922,518.3,535.24
12.3129,515.04,533.79
12.3333,514.03,530.23
12.3537,511.42,527.19
12.3743,510.74,522.35
12.3987,508.59,518.48
12.4192,507.27,514.98
12.44,506.02,512.59
12.4603,508.61,511.27
12.4808,509.89,512.82
12.5013,509.11,515.45
12.5258,508.29,518.96
12.5463,507.43,522.17
