Program Time [s],data 0,data 1
3.46793,509.33,526.46
3.46795,509.06,530.37
3.46795,506.9,504.72
3.46797,510.22,505.18
3.46798,510.78,506.54
3.46799,510.42,510.83
3.468,510.94,515.47
3.46801,509.95,520.57
3.46802,509.16,526.46
3.46803,509.33,530.37
3.46804,509.06,511
4.98523,513.4,509.2
5.00581,513.72,506.56
5.02626,513.58,504.85
5.04674,515.06,505.08
5.0672,513.45,507.06
5.09173,511.96,509.45
5.11227,512.57,514.56
5.13281,511.65,519.65
5.15329,512.32,524.52
5.17375,510.66,529.81
5.19422,507.53,534.05
5.2187,506.22,535.04
5.23923,507.38,536.63
5.25974,508.5,534.71
5.28021,508.8,529.97
5.30069,508.24,526.57
5.32121,507.39,522.46
5.34572,508.51,516.97
5.36626,510.21,513.17
5.38683,510.57,510.94
5.40727,510.46,509.15
5.42778,509.96,510.72
5.45219,509.97,515.98
5.47273,509.38,521.18
5.49324,507.9,521.14
5.51371,507.72,515.92
5.53435,504.58,505.93
5.55469,504.06,491.75
5.57915,502.05,477
5.59985,501.24,463.4
5.62021,500.99,451.72
5.64069,501.79,443.77
5.6612,501.23,439.82
5.68563,502.19,438.86
5.70616,500.75,439.88
5.7267,501.2,441.31
5.74713,500.16,445.65
5.76765,502.13,451.52
5.78807,504.3,464.41
5.81261,505.44,493.73
5.83314,508.55,532.98
5.85362,512.44,570.19
5.87426,516.35,593.35
5.89464,518.88,605.08
5.91914,517.91,608.66
5.93967,517.73,606.53
5.96021,518.18,600.43
5.98064,518.34,592.34
6.00116,518.48,581.87
6.02157,518.98,570.5
6.04609,515.58,559
6.06661,515.47,549.2
6.0872,515.17,540.36
6.10761,515.14,532.69
6.12808,514.71,528.15
6.15253,515.77,525.32
6.1731,516.62,524.46
6.19361,516.29,525.16
6.21409,514.23,525.93
6.23462,515.39,529.55
6.25506,514.71,532.24
6.27959,513.17,532.99
6.30011,512.53,534.19
6.32063,510.83,533.75
6.34112,510.46,532.6
6.36155,509.77,529.48
6.38635,509.62,525.39
6.40654,510.89,521.11
6.42708,512.31,516.29
6.44767,512.05,512.23
6.46806,511.84,508.18
6.48854,512.87,507.15
6.51303,511.1,507.72
6.53354,511.88,509.97
6.55405,511.9,513.78
6.57458,512.92,518.42
6.59514,510.54,523.54
6.61559,510.23,527.63
6.64007,509.78,531.1
6.66077,508.03,532.08
6.68108,507.22,530.07
6.70155,507.18,529.65
6.72196,507.34,527.52
6.74646,508.07,522.42
6.76707,508.46,517.53
6.78749,506.77,512.63
6.8082,508.01,509.3
6.82852,508.41,507.64
6.84901,510.13,506.71
6.87346,511.9,505.97
6.89405,511.12,509.18
6.91447,512.3,513.34
6.93503,513.84,518.07
6.95548,510.47,521.66
6.97993,509.38,524.93
7.00047,510.9,526.94
7.02103,513.12,527.95
7.04153,512.3,529.96
7.06193,511.24,528.17
7.08241,510.79,524.74
7.10691,510.83,521.59
7.12752,509.67,517.27
7.14796,509.93,513.22
7.16849,507.75,508.37
7.18896,508.6,506.5
7.21344,508.88,505.8
7.23391,509.9,505.84
7.25445,508.52,509.07
7.27492,509.02,512.26
7.29538,508.81,517.21
7.31589,509.05,523.16
7.34044,508.04,527.73
7.36096,508.03,529.79
7.3814,507.43,531.43
7.40199,504.94,531.14
7.42237,503.75,530.71
7.44283,505,527.37
7.46752,506.4,523.5
7.48794,506.92,519.4
7.50837,507.54,515.52
7.52892,507.83,512.21
7.54936,509.06,509.57
7.57388,510.05,508.06
7.5944,509.24,508.65
7.61499,510.19,511.52
7.63535,509.15,515.01
7.65587,508.92,520.21
7.67647,508.54,524.17
7.70095,507.63,528.53
7.72135,506.1,532.63
7.74189,503.48,534.7
7.76229,497.79,534.76
7.7828,494.03,533.81
7.80736,490.42,529.45
7.82789,491.94,525.56
7.8484,492.75,520.65
7.86884,494.6,516.32
7.88927,494.48,511.05
