Program Time [s],data 0,data 1
5.90817,547.72,542.02
5.92758,547.11,536.67
5.94647,546.68,530.30
5.96644,543.70,528.10
5.98759,543.51,527.78
6.00657,543.65,526.22
6.02671,542.68,525.10
6.04754,542.61,524.36
6.06694,541.88,524.34
6.08743,541.46,523.41
6.10723,542.78,523.66
6.12673,544.79,523.97
6.14684,541.86,521.62
6.16767,545.21,519.83
6.18703,542.80,521.68
6.20650,541.29,520.81
6.22783,543.13,518.68
6.24718,544.20,520.58
6.26761,545.31,517.83
6.28799,542.69,520.85
6.30805,542.15,516.57
6.32826,541.52,515.35
6.34814,543.96,517.14
6.36628,542.42,517.32
6.38787,545.67,515.57
6.40826,542.61,515.01
6.42766,543.62,518.47
6.44637,540.91,519.98
6.46787,543.49,519.47
6.48740,542.99,517.91
6.50818,541.00,519.75
6.52734,542.70,518.48
6.54749,543.15,515.14
6.56642,541.03,515.98
6.58656,542.35,516.02
6.60766,541.99,517.83
6.62696,540.98,518.55
6.64626,538.29,518.60
6.66707,539.70,517.39
6.68764,539.01,516.94
6.70701,539.03,518.02
6.72791,541.92,520.29
6.74660,543.20,521.13
6.76785,539.90,523.74
6.78648,540.88,525.92
6.80789,539.25,522.25
6.82712,536.48,510.75
6.84792,532.45,494.99
6.86637,529.91,476.11
6.88776,527.28,456.97
6.90732,523.72,437.83
6.92730,521.30,424.14
6.94731,520.64,414.52
6.96687,522.75,403.93
6.98731,523.91,401.98
7.00669,526.38,400.71
7.02744,529.62,406.74
7.04793,532.51,410.68
7.06689,532.75,420.60
7.08695,536.08,427.93
7.10665,537.98,435.44
7.12761,537.02,445.32
7.14691,538.12,454.51
7.16700,541.13,459.86
7.18752,541.18,466.92
7.20803,541.13,473.30
7.22778,541.00,480.98
7.24863,544.42,483.34
7.26905,542.98,488.96
7.28831,545.11,492.12
7.30909,545.65,496.88
7.32824,547.76,497.70
7.34935,547.08,501.62
7.36930,549.63,505.04
7.38924,546.97,506.89
7.40766,548.40,509.47
7.42886,549.20,508.34
7.44882,548.28,512.83
7.46775,546.21,512.34
7.48790,548.31,513.12
7.50861,550.58,515.20
7.52775,550.62,516.74
7.54862,551.79,516.12
7.56817,553.10,518.55
7.58918,553.52,517.65
7.60884,551.75,517.94
7.62768,555.42,520.02
7.64816,555.16,520.69
7.66898,555.55,521.04
7.68831,553.55,522.69
7.70787,555.15,524.02
7.72909,556.06,524.86
7.74901,554.46,526.16
7.76864,554.66,527.29
7.78901,550.96,520.76
7.80765,553.81,521.45
7.82779,555.53,530.53
7.84892,555.90,552.21
7.86796,559.29,583.43
7.88822,566.93,622.96
7.90792,570.57,650.73
7.92732,574.59,673.61
7.94769,574.33,679.09
7.96788,575.29,670.23
7.98932,574.22,660.44
8.00795,574.07,644.51
8.02843,571.48,627.74
8.04865,570.60,613.07
8.06910,567.28,602.83
8.08914,565.61,589.52
8.10865,563.36,580.08
8.12900,562.62,571.51
8.14897,561.86,563.63
8.16852,558.57,555.87
8.18788,558.94,551.94
8.20736,557.08,547.68
8.22806,557.12,542.90
8.24787,557.17,539.20
8.26796,558.35,534.50
8.28752,554.89,532.45
8.30752,558.83,531.96
8.32782,557.41,531.43
8.34718,555.15,527.26
8.36879,557.83,530.01
8.38744,555.16,528.78
8.40913,555.47,527.12
8.42807,555.14,527.62
8.44782,556.60,530.32
8.46746,555.88,526.68
8.48930,556.96,524.96
8.50819,553.41,525.24
8.52751,555.41,524.12
8.54813,555.12,524.76
8.56869,555.72,524.90
8.58770,556.76,525.99
8.60818,554.68,522.06
8.62824,556.49,524.79
8.64738,557.44,524.41
8.66802,556.18,523.11
8.68868,555.94,524.06
8.70871,557.86,522.45
8.72883,556.44,521.12
8.74750,556.91,523.37
8.76895,554.76,521.46
8.78895,555.76,520.92
8.80753,555.76,523.99
8.82816,551.88,522.61
8.84791,549.79,514.05
8.86738,545.57,500.98
8.88884,544.92,484.82
8.90763,536.50,464.35
8.92758,532.85,449.51
8.94776,528.67,434.60
8.96771,526.82,422.28
8.98818,525.11,415.74
9.00768,519.59,407.10
9.02894,519.90,407.28
9.04829,518.81,405.44
9.06804,521.03,408.57
9.08810,523.44,411.17
9.10916,524.26,417.10
9.12880,529.50,427.36
9.14841,534.31,432.28
9.16850,534.77,441.98
9.18720,539.79,453.42
9.20757,543.32,460.15
9.22739,544.32,465.18
9.24923,544.33,474.28
9.26920,547.89,481.15
9.28745,547.83,485.76
9.30713,549.66,488.24
9.32795,546.17,496.09
9.34742,548.47,499.90
9.36855,549.37,502.17
9.38848,548.39,505.16
9.40737,549.64,508.36
9.42724,551.38,512.57
9.44798,552.47,516.44
9.46797,551.40,517.41
9.48891,551.58,518.84
9.50899,551.87,519.20
9.52776,554.70,521.17
9.54786,553.26,521.73
9.56888,552.89,519.12
9.58882,550.58,519.37
9.60822,551.32,522.32
9.62813,553.09,524.15
9.64898,552.29,523.88
9.66896,554.83,525.14
9.68896,555.98,540.45
9.70864,559.13,574.89
9.72859,565.04,626.74
9.74830,570.01,695.35
9.76842,577.05,752.78
9.78886,585.48,786.87
9.80756,590.58,791.78
9.82847,595.46,775.83
9.84885,593.53,753.59
9.86860,595.20,718.82
9.88824,594.16,684.05
9.90830,590.90,647.62
9.92809,586.80,616.04
9.94908,581.43,590.94
9.96930,577.32,567.64
9.98882,573.71,545.86
10.00787,571.32,535.52
10.02798,568.51,525.80
10.04861,563.30,517.47
10.06822,563.86,511.95
10.08780,560.42,507.18
10.10734,561.92,505.07
10.12757,557.17,506.68
10.14787,557.61,504.84
10.16863,558.72,503.99
10.18836,557.70,508.31
10.20929,559.01,509.83
10.22758,555.53,511.25
10.24806,556.49,509.39
10.26879,555.08,510.85
10.28745,552.97,512.96
10.30723,556.08,515.18
10.32829,553.26,516.06
10.34805,552.76,518.33
10.36750,552.02,516.66
10.38763,555.80,518.43
10.40753,555.87,519.32
10.42917,551.21,520.26
10.44728,550.93,519.92
10.46838,552.18,520.82
10.48887,551.18,524.10
10.50861,552.47,524.63
10.52786,549.61,525.44
10.54796,550.73,524.53
10.56796,548.47,524.95
10.58749,550.34,522.61
10.60789,551.01,525.69
10.62809,553.35,528.34
10.64809,551.20,528.46
10.66823,552.66,525.44
10.68843,551.51,527.11
10.70770,555.62,524.84
10.72771,552.09,523.59
10.74967,553.53,526.34
10.76901,549.64,520.94
10.78911,544.20,518.07
10.80850,543.97,513.64
10.82822,540.46,509.64
10.84937,535.46,499.68
10.86934,532.82,494.02
10.88920,530.62,477.50
10.90905,525.84,462.09
10.92971,524.82,442.47
10.94945,519.87,427.24
10.96864,520.25,408.34
10.98885,518.56,395.19
11.00996,520.34,391.46
11.02871,519.78,388.24
11.04933,522.79,389.27
11.06932,521.40,394.67
11.08899,523.74,402.18
11.10888,527.40,412.90
11.12989,528.19,420.96
11.15019,528.66,433.61
