Program Time [s],data 0,data 1
5.42689,508.04,504.28
5.44739,507.63,502.22
5.46784,507.31,501.38
5.48836,505.84,502.7
5.50882,503.68,504.76
5.53336,499.94,507.01
5.55392,500.95,509.61
5.57433,498.96,512.49
5.59489,497.77,512.99
5.61534,497.62,513.19
5.63983,496.69,512.15
5.66036,496.95,510.12
5.68082,497.96,507.9
5.70135,497.77,505.52
5.72181,498.82,501.21
5.74228,500.45,499.17
5.76685,503.16,496.74
5.78738,510.53,496.99
5.80781,524.02,500.99
5.82831,540.62,506.59
5.84875,556.3,511.47
5.87328,571.84,514.58
5.89377,586.27,516.66
5.91428,599.02,517.33
5.93483,609.21,517.86
5.9553,612.17,516.49
5.97573,611.34,514.39
6.00025,608.67,512.31
6.02082,605.33,510.65
6.04133,601.07,506.72
6.06175,593.45,502.78
6.08222,584.96,499.42
6.10675,577.37,495.74
6.12731,570.7,492.59
6.1478,568.36,491.47
6.1683,554.89,488.18
6.18875,525.71,483.54
6.20931,489.97,481.63
6.23376,451.97,479.11
6.25429,420.58,477.29
6.27483,402.06,477.03
6.2953,395.05,479.02
6.31571,393.84,481.02
6.34023,395.27,484.01
6.36073,402.02,487.01
6.38124,406.61,487.21
6.40171,413.29,488.77
6.42223,422.43,489.41
6.44276,429.15,489.53
6.46717,438.72,490.02
6.48783,444.97,488.82
6.5082,451.38,488.86
6.52876,456.9,489.48
6.54922,461.32,490.79
6.56971,465.86,493.23
6.59423,469.49,496.58
6.61479,472.59,498.87
6.63523,474.67,501.89
6.65571,477.34,505.92
6.67623,478.87,509.53
6.70071,480.9,510.83
6.72118,484.52,511.66
6.74179,485.21,510.53
6.76221,486.17,509.82
6.78271,490.94,507.06
6.80309,492.75,504.05
6.82768,494.4,501.44
6.84828,494.52,499.15
6.86883,497.02,498.12
6.88917,501.01,498.1
6.90965,502.41,498.48
6.93415,502.73,500.18
6.95472,501.38,502.35
6.97525,499.51,504.68
6.99566,500,507.94
7.01612,498.8,510.15
7.03685,497.64,511.92
7.06109,496.51,513.14
7.08171,496.21,512.31
7.10222,496.17,510.65
7.12282,497.74,508.72
7.14328,497.79,506.37
7.16758,498.03,504.7
7.18807,499.02,502.16
7.20873,501.22,498.73
7.22912,501.78,496.78
7.24959,503.22,495.43
7.27002,503.38,495.74
7.29462,502.9,498.19
7.31512,503.72,500.35
7.33562,502.18,503.48
7.35603,500.94,506.39
